Order,Component,Type
2545,鞭,kanji
2546,前者,word
2547,いくつかの点で、前者は後者よりも劣っていると彼は指摘した。,sentence
2548,b,sentence-component
2549,AはBと大きさが等しい。,sentence
2550,鯉,kanji
2551,効力,word
2552,その法律にはもはや効力はない。,sentence
2553,天文,word
2554,鵜,kanji
2555,半径,word
2556,はやい,word-reading
2557,お年寄りはとてもはやく起きる。,sentence
2558,麿,kanji
2559,彼は動作がはやい。,sentence
2560,単行,word
2561,単行本,word
2562,指差す,word
2563,その外国人をじっと見て指差している少年はとても無礼だと思う。,sentence
2564,寵,kanji
2565,即座,word
2566,あなたは即座にそれをやるべきです。,sentence
2567,響く,word
2568,出席状況が最終の成績に響きます。,sentence
2569,曝,kanji
2570,厳密,word
2571,この言葉の厳密な意味を説明してもらえますか？,sentence
2572,精神的,word
2573,このような場合、大人はすぐにしかるのではなく、子供たちの精神的成長を見守りながら、忍耐強く待つべきである。,sentence
2574,櫓,kanji
2575,反映,word
2576,この昇進は、あなたの熱心で質の高い仕事ぶりを反映したものでしょう。,sentence
2577,さっ,sentence-component
2578,さっとシャワーを浴びた。,sentence
2579,簾,kanji
2580,口実,word
2581,その男は自己防衛を口実にした。,sentence
2582,花子,sentence-component
2583,「花子さんと太郎さんって、どっちが若いの？」「太郎さんよ」,sentence
2584,繫,kanji
2585,否決,word
2586,整頓,word
2587,お手伝いが私のベッドを整頓した。,sentence
2588,蟹,kanji
2589,唇,word
2590,あなたの唇きれいね。,sentence
2591,ショッピング,word
2592,地下はショッピング街です。,sentence
2593,顚,kanji
2594,商人,word
2595,その少年は頭がよかったので、商人の取引に役立った。,sentence
2596,お子さん,word
2597,あなたの留守中は、私がお子さんの世話をします。,sentence
2598,園芸,word
2599,保育ママは１名から３名までのお子さんを保育しています。,sentence
2600,ごとし,word-reading
2601,園芸がここ数年、流行しています。,sentence
2602,鵬,kanji
2603,その像は本当に素晴らしい。まるで生きているかの如く、我々を見ている。,sentence
2604,境内,word
2605,塞がる,word
2606,あの人には開いた口がふさがらない。,sentence
2607,麒,kanji
2608,変身,word
2609,白茅,word
2610,茅,word
2611,箇,word
2612,ち,word
2613,あっちっち！このお風呂、熱くて入れないよ。,sentence
2614,巌,kanji
2615,夏季,word
2616,戸口,word
2617,うっかり戸口を開けっ放しにしておいた。,sentence
2618,瀕,kanji
2619,大豆,word
2620,サンフランシスコ,word
2621,あなたはサンフランシスコが好きですか。,sentence
2622,纂,kanji
2623,孝行,word
2624,孝行したいときに親はなし。,sentence
2625,泊,word
2626,いいえ、していません、１泊したいのですが。,sentence
2627,耀,kanji
2628,実名,word
2629,臆病者,word
2630,あなたが彼について見たことから判断すると、この男は臆病者ではない。,sentence
2631,殸,kanji
2632,馨,kanji
2633,家畜,word
2634,家畜を飼育する。,sentence
2635,小道,word
2636,その埃っぽい小道は谷へと下って行く。,sentence
2637,灘,kanji
2638,密度,word
2639,凭,kanji
2640,凭れる,word
2641,あともう少し物事に前向きになることを学んだら、きっとトムももうちょっと人から好感をもたれるのだが。,sentence
2642,小遣い,word
2643,あなたは時には妹さんにおこづかいをあげますか。,sentence
2644,テント,word
2645,ここにテントを張ろう。,sentence
2646,巤,kanji
2647,蠟,kanji
2648,峠,word
2649,患者さんは峠を越しました。,sentence
2650,切り倒す,word
2651,ここの木を全部切り倒すつもりなのですか。,sentence
2652,轟,kanji
2653,峰,word
2654,出会す,word
2655,あなたが今でかければ、きっと交通渋滞に出くわすでしょう。,sentence
2656,鰯,kanji
2657,巡回,word
2658,その警察は巡回中に撃たれた。,sentence
2659,太平,word
2660,この川は太平洋に注いでいる。,sentence
2661,襄,kanji
2662,穰,kanji
2663,工程,word
2664,私たちはバターを作るのに新しい工程を用いています。,sentence
2665,埋め合わせ,word
2666,これはこの前のときの埋め合わせです。,sentence
2667,讃,kanji
2668,強行,word
2669,見捨てる,word
2670,あなたに見捨てられるのではないかと脅えていました。,sentence
2671,饗,kanji
2672,待望,word
2673,残念ながら待望の試合は中止せざるを得なかった。,sentence
2674,パレード,word
2675,その時パレードが通り過ぎていった。,sentence
2676,驍,kanji
2677,待機,word
2678,いつでも家で待機しています。,sentence
2679,プロポーズ,word
2680,その女性は彼のプロポーズを受けるべきかどうか迷った。,sentence
2681,區,kanji
2682,鷗,kanji
2683,応答,word
2684,こちらアヤ、こちらアヤ、応答お願いします。,sentence
2685,つり,word
2686,おつりが違いますよ。,sentence
2687,嚴,kanji
2688,巖,kanji
2689,懐,word
2690,彼は懐が暖かい。,sentence
2691,愛し合う,word
2692,あなたがたはお互いに大変愛し合っているのですか。,sentence
2693,鱒,kanji
2694,成熟,word
2695,このオレンジはすぐに成熟します。,sentence
2696,詫びる,word
2697,お詫びしなければなりません。,sentence
2698,鷲,kanji
2699,手入れ,word
2700,あなたに庭の手入れを手伝って頂きたいのですが。,sentence
2701,正気,word
2702,あなた、正気なの？,sentence
2703,鱗,kanji
2704,手本,word
2705,お手本を見せてよ。,sentence
2706,ハンバーガー,word
2707,あのハンバーガーは本当においしかった。,sentence
2708,鷹,kanji
2709,指紋,word
2710,ナイフにの指紋は彼女が有罪であるわけだ。,sentence
2711,ハンカチ,word
2712,あなたは自分のハンカチを落としました。,sentence
2713,鷺,kanji
2714,採点,word
2715,その答えは間違いと採点された。,sentence
2716,証言,word
2717,あした裁判所で証言しなければならない。,sentence
2718,麟,kanji
2719,掲示,word
2720,この掲示はなんと書いてあるのですか。,sentence
2721,年老いる,word
2722,その年老いた先生は昔のよき時代について話しはじめた。,sentence
2723,收,kanji
2724,描写,word
2725,その光景は描写できないほど美しかった。,sentence
2726,スパイ,word
2727,あの２人のうちどちらかがスパイだ。,sentence
2728,佛,kanji
2729,提起,word
2730,彼は問題提起した。,sentence
2731,癇,kanji
2732,癪,kanji
2733,癇癪,word
2734,あの人がそのことでかんしゃくを起こすとは不思議だと思う。,sentence
2735,壯,kanji
2736,改札,word
2737,彼女は私に別れを告げて改札口を通って行った。,sentence
2738,1度,sentence-component
2739,すべてを考慮すると、彼らにはもう１度機会が与えられるべきだ。,sentence
2740,每,kanji
2741,改築,word
2742,わが家は全面的に改築された。,sentence
2743,赤ワイン,word
2744,これって、赤ワイン？,sentence
2745,亞,kanji
2746,旅券,word
2747,旅券をどこかに置き忘れました。,sentence
2748,新西,word-component
2749,ニュージーランド,word
2750,あなたが休暇をニュージーランドで過ごされると聞いています。,sentence
2751,旅客機,word
2752,旅客機がアメリカに向けて出発した。,sentence
2753,リラックス,word
2754,その医者は手術の前に患者をリラックスさせた。,sentence
2755,兒,kanji
2756,暦,word
2757,ようこそ,word
2758,Tatoebaへようこそ。,sentence
2759,最上,word
2760,あなたがこれらの服から最上の物を選ぶのをお手伝いしましょう。,sentence
2761,コミュニケーション,word
2762,また、これらの国以外でも、英語は、国際的なコミュニケーションの手段として、たぶん他のどの言語よりも広く用いられているでしょう。,sentence
2763,拂,kanji
2764,月給,word
2765,彼はたくさんの月給をもらっている。,sentence
2766,荒い,word
2767,トムは運転が荒い。,sentence
2768,𩺊,kanji
2769,𩺊,word
2770,あら,word
2771,「あら、こんにちは。こんなところでお目にかかるとは」「私もびっくりしました」,sentence
2772,犮,kanji
2773,拔,kanji
2774,望遠,word
2775,望遠鏡,word
2776,この望遠鏡は星と夢が見えます。,sentence
2777,想像力,word
2778,この小説は想像力に富んでいる。,sentence
2779,爭,kanji
2780,未婚,word
2781,その実験は未婚の男性１００人を対象に行われた。,sentence
2782,科学的,word
2783,この理論は科学的な基礎の上に立っていた。,sentence
2784,卑,kanji
2785,未知,word
2786,彼は未知の国々の事実を収集しながら世界中を旅行する。,sentence
2787,フード,word
2788,社,kanji
2789,枚数,word
2790,トップ,word
2791,アメリカ企業のトップは日本企業のトップに比べ何倍もの報酬をもらっている。,sentence
2792,皀,kanji
2793,卽,kanji
2794,果実,word
2795,ここでは果実を栽培しています。,sentence
2796,世界的,word
2797,その作家は世界的に有名である。,sentence
2798,恆,kanji
2799,桃,word
2800,「これは何ですか？」「これはモモです。」,sentence
2801,孤児,word
2802,その孤児は、５歳の時に２人の姉と出会いました。,sentence
2803,拜,kanji
2804,梅雨,word
2805,とうとう梅雨が終わったようだ。,sentence
2806,公,word
2807,あなたがおいでになることを公にするのは賢明ではないかもしれない。,sentence
2808,狀,kanji
2809,欲求,word
2810,この人々は、血によってではなく、肉の欲求や人の意欲によってでもなく、ただ、神によって生まれたのである。,sentence
2811,正しく,word
2812,この薬は、正しく用いれば、たいへんききめがあるでしょう。,sentence
2813,盃,kanji
2814,歳月,word
2815,歳月は人を待たず。,sentence
2816,指名,word
2817,シカゴに指名通話をお願いします。,sentence
2818,侮,kanji
2819,段取り,word
2820,出発前に段取りをすべて終えておかなければなりません。,sentence
2821,アドレス,word
2822,このアドレスのところに行ってください。,sentence
2823,勉,kanji
2824,殻,word
2825,卵の殻は壊れやすい。,sentence
2826,捲る,word
2827,あらしは２日間吹きまくった。,sentence
2828,祉,kanji
2829,毛布,word
2830,予備の毛布をください。,sentence
2831,もしもし,word
2832,「もしもし、お母さん。お母さんよね。」と彼女が言う。,sentence
2833,祈,kanji
2834,気力,word
2835,それをする気力はない。,sentence
2836,ブルー,word
2837,あなたはブルーの服を着るととてもすてきだ。,sentence
2838,突,kanji
2839,気楽,word
2840,くつろいで相手を気楽にさせてあげなさい。,sentence
2841,コース,word
2842,このコンピューターコースをやった（に通った）のは時間の無駄だった。,sentence
2843,泡,word
2844,詩は泡のように新しく、岩のように年老いていなければならない。,sentence
2845,亡くす,word
2846,その事故で両親を亡くした少女に同情せずにはいられなかった。,sentence
2847,乘,kanji
2848,洗濯機,word
2849,この洗濯機の使い方を教えて下さい。,sentence
2850,カップル,word
2851,あのカップルはほとんど毎日酔っ払っている。,sentence
2852,凉,kanji
2853,海面,word
2854,この海面の上昇の結果がどのようになるかを知ることは難しくない。,sentence
2855,釘,word
2856,そこに行ってはいけないと釘をさされている。,sentence
2857,峯,kanji
2858,消火,word
2859,その火事を消火するのに長い時間かかった。,sentence
2860,身体,word
2861,そんなの、身体にとっていいはずがないじゃありませんか。,sentence
2862,峽,kanji
2863,温室,word
2864,彼らは温室でいちごを栽培している。,sentence
2865,苦難,word
2866,「世界平和」という言葉は魅力的に聞こえるが、世界平和への道は長く苦難に満ちている。,sentence
2867,氣,kanji
2868,灰色,word
2869,あの灰色のビルですか。,sentence
2870,でかい,word
2871,あのでかくて新しい建物は何なの？,sentence
2872,狹,kanji
2873,炭,word
2874,政治的,word
2875,したがって、すべての政治的理想の中で、人々を幸せにさせるものがもっとも危険であると言うことができる。,sentence
2876,祕,kanji
2877,無用,word
2878,ジョンは、その誠実でないセールスマンが、彼をだまして無用な機械を買わせたと主張した。,sentence
2879,ピンク,word
2880,あのピンクの服を着た女性はだれですか。,sentence
2881,莊,kanji
2882,燃焼,word
2883,この種の汚染物質は主として自動車エンジンの燃焼から生まれる。,sentence
2884,校,word
2885,これは我が校の名誉にかかわる問題だ。,sentence
2886,神,kanji
2887,版,word
2888,あなたの新しい小説、もうフランス語版があるの？,sentence
2889,好機,word
2890,この好機をうまく利用しなさい。,sentence
2891,悔,kanji
2892,特産,word
2893,ウイルス,word
2894,そのウィルスのために多数の象が命を失った。,sentence
2895,敏,kanji
2896,生き物,word
2897,あらゆる生き物がどのように生きているかを見て私たちは驚く。,sentence
2898,飽き飽き,word
2899,あいつの冗談には飽き飽きした。,sentence
2900,海,kanji
2901,生誕,word
2902,インフレ,word
2903,あなたの給料はインフレに追いつきますか。,sentence
2904,祖,kanji
2905,産,word
2906,フランス産のワインは好きですか。,sentence
2907,産婦人科,word
2908,スーパーマーケット,word
2909,うちの近所には大きなスーパーマーケットがある。,sentence
2910,祝,kanji
2911,産物,word
2912,この国の主な産物の１つはコーヒーだ。,sentence
2913,葉書,word
2914,このはがきをオーストラリアに送りたいんですが。,sentence
2915,臭,kanji
2916,病室,word
2917,旅行者,word
2918,多くのカナダ人旅行者がボストンを訪れています。,sentence
2919,冨,kanji
2920,発起,word
2921,発起人,word
2922,その費用はみな発起人にかかります。,sentence
2923,散髪,word
2924,ここが私が散髪したところです。,sentence
2925,圈,kanji
2926,登記,word
2927,この家は私の名前で登記してある。,sentence
2928,ぼんやり,word
2929,この事実はどんなぼんやり者にも明白だ。,sentence
2930,盗難,word
2931,その盗難がどのようにして行われたか教えてください。,sentence
2932,手渡す,word
2933,そのテーブルの上の新聞を手渡してもらえませんか。,sentence
2934,埜,kanji
2935,監禁,word
2936,こんな所に監禁されているのはもうごめんだ。,sentence
2937,ストーブ,word
2938,このストーブは石油を燃料とする。,sentence
2939,目当て,word
2940,これがやつらの目当てじゃないとしたら、一体やつらの目的は何なんだ？,sentence
2941,マネージャー,word
2942,トムって本当にマネージャーなの？,sentence
2943,專,kanji
2944,相対,word
2945,「文化相対主義」とはどういう意味ですか。,sentence
2946,相対的,word
2947,或いは,word
2948,あなたかあるいは私が間違っている。,sentence
2949,巢,kanji
2950,神父,word
2951,神父は妻を持たない。,sentence
2952,民,word
2953,あの教会施設は避難民を収容している。,sentence
2954,帶,kanji
2955,移す,word
2956,その計画を実行に移すのに多大な費用がかかった。,sentence
2957,從,kanji
2958,空き,word
2959,作り方,word
2960,これの作り方を教えてくれる？,sentence
2961,攴,radical
2962,敍,kanji
2963,粉,word
2964,この小麦は粉にされる。,sentence
2965,仲直り,word
2966,いつまでも意地を張ってないで、いい加減彼と仲直りしたらどうなの？,sentence
2967,晚,kanji
2968,結晶,word
2969,あのかわいい赤ちゃんは彼らの愛の結晶です。,sentence
2970,売り,word
2971,いつその本は売りに出るんだい。,sentence
2972,晝,kanji
2973,綿,word
2974,この綿のシャツは洗濯がよく効く。,sentence
2975,感謝祭,word
2976,トムがね、週末の感謝祭のために戻ってきたんだ。,sentence
2977,翌朝,word
2978,トムとジェーンは喧嘩したが、翌朝には仲直りした。,sentence
2979,佐藤,sentence-component
2980,この花を送ってくださったのは佐藤さんかもしれません。,sentence
2981,涉,kanji
2982,育ち,word
2983,トムは生まれも育ちもボストンだ。,sentence
2984,日暮らし,word
2985,この国では多くの子供たちがその日暮らしをしている。,sentence
2986,淨,kanji
2987,自営,word
2988,オートバイ,word
2989,このオートバイがいくらか、私は知りません。,sentence
2990,陷,kanji
2991,花束,word
2992,トムはメアリーに花束をあげた。,sentence
2993,飛び上がる,word
2994,その発表を聞いて彼は飛び上がった。,sentence
2995,朗,kanji
2996,草原,word
2997,大草原では草以外何も見えなかった。,sentence
2998,ボランティア,word
2999,そのボランティアグループの活動は５０年に及んだ。,sentence
3000,祥,kanji
3001,今週末は公民館で友達とボランティアをするんだ。,sentence
3002,荷,word
3003,この仕事、私には荷が重いよ。,sentence
3004,ボーイフレンド,word
3005,その父は娘のボーイフレンドを認めようとしなかった。,sentence
3006,都,kanji
3007,華麗,word
3008,ローン,word
3009,そのローンの金利は５、５％だ。,sentence
3010,剩,kanji
3011,葬式,word
3012,その婦人の葬式は地元の教会で行われた。,sentence
3013,新製品,word
3014,その会社はテレビで新製品を宣伝するでしょう。,sentence
3015,街道,word
3016,街道は次の村で南へ向かう。,sentence
3017,牙,word
3018,牙もないくせに吠えまくる犬とは違うんだ。,sentence
3019,ポルトガル,word
3020,偶然、ポルトガルで前の彼女に会った。,sentence
3021,惠,kanji
3022,衣服,word
3023,その金がすべて衣服に使われた。,sentence
3024,生える,word
3025,この子は今歯が生えかけているところです。,sentence
3026,惡,kanji
3027,補欠,word
3028,ジュディ,sentence-component
3029,あなたはジュディさんと知り合ってどれぐらいになりますか。,sentence
3030,戾,kanji
3031,淚,kanji
3032,謙虚,word
3033,その謙虚な男は近所の人達とうまくやっている。,sentence
3034,ディック,sentence-component
3035,そのグループはディックが作った。,sentence
3036,爲,kanji
3037,豚,word
3038,「もしも僕が豚になっても、変わらず友達でいてくれる？」「もちろんだよ！」,sentence
3039,やあ,word
3040,やあ、こんな所でお会いするなんて偶然ですね。世の中って狭いものですね。,sentence
3041,盜,kanji
3042,超過,word
3043,その車は制限速度を超過している。,sentence
3044,見た目,word
3045,これは見た目に気持ちがよい。,sentence
3046,萬,kanji
3047,踏切,word
3048,スケジュール,word
3049,いずれにしてもスケジュールは変更できない。,sentence
3050,虛,kanji
3051,迎え,word
3052,迎えが来たよ。,sentence
3053,欠く,word
3054,この建物は調和を欠いている。,sentence
3055,黃,kanji
3056,通路,word
3057,これが海への通路だ。,sentence
3058,蒸し暑い,word
3059,ここ3日間はすごく蒸し暑い。,sentence
3060,廊,kanji
3061,運行,word
3062,バスの運行は雪がなくなるまでずっとないでしょう。,sentence
3063,豆,word
3064,右の鼻に豆が入ってしまいました。,sentence
3065,虜,kanji
3066,郷里,word
3067,僕の郷里の町は海に接している。,sentence
3068,狂れる,word
3069,ふれる,word
3070,それにふれてはいけない。なぜならすぐに割れてしまうから。,sentence
3071,煮,kanji
3072,重症,word
3073,我々は彼をすぐに病院へ連れていかねばならない。彼は重症だ。,sentence
3074,流行る,word
3075,この曲が流行ってもあんまり驚かない。,sentence
3076,著,kanji
3077,鈴,word
3078,だれがその猫に鈴をつけられるか。,sentence
3079,デモ,word
3080,そのデモには１０００人ほどの人が参加した。,sentence
3081,視,kanji
3082,鉛,word
3083,これは鉛のように重い。,sentence
3084,ビーチ,word
3085,ここからビーチまではどうやって行けばいいの？,sentence
3086,逸,kanji
3087,開店,word
3088,あれは先週開店した新しい店だ。,sentence
3089,メニュー,word
3090,いったい何のためにそれをメニューに載せているんだ。,sentence
3091,傳,kanji
3092,関節,word
3093,気温が下がると関節が痛むんだ。,sentence
3094,果てる,word
3095,つかれ果てたよ。,sentence
3096,圓,kanji
3097,闇,word
3098,しかし私たちには本当のところは何もわからない。真実は闇の中だ。,sentence
3099,観点,word
3100,あなたは、全てをお金の観点で見ている。,sentence
3101,阻む,word
3102,彼らは大きな川に前進を阻まれた。,sentence
3103,編む,word
3104,あのセーターもう編んじゃった？,sentence
3105,愼,kanji
3106,露骨,word
3107,彼は私の手伝いをするのを露骨にいやがった。,sentence
3108,一斉,word
3109,みんなで一斉に水に飛び込んだんだ。,sentence
3110,揭,kanji
3111,静止,word
3112,ルーム,word
3113,搖,kanji
3114,領海,word
3115,年金,word
3116,その年金では生活費に足りない。,sentence
3117,叟,kanji
3118,搜,kanji
3119,題名,word
3120,これ、なんて言う曲？聞いたことあるんだけど、題名が思い出せない。,sentence
3121,鶏肉,word
3122,なんですぐ使うってわかってるのに鶏肉こんな取りにくいとこに入れるのよ？,sentence
3123,渴,kanji
3124,鯨,word
3125,あなたは今まで鯨を見たことがありますか。,sentence
3126,生き残る,word
3127,あなたは生き残ります。,sentence
3128,碎,kanji
3129,下流,word
3130,その橋はずっと下流にある。,sentence
3131,ちらり,word
3132,その人は彼女をちらりとも見ないで通り過ぎた。,sentence
3133,與,kanji
3134,下降,word
3135,彼の人気は下降線をたどっている。,sentence
3136,鯺,kanji
3137,鯺,word
3138,鯸,kanji
3139,鯸,word
3140,魨,kanji
3141,魨,word
3142,鮐,kanji
3143,鮐,word
3144,鰒,kanji
3145,鰒,word
3146,河豚,word
3147,彼はフグにあたった。,sentence
3148,ふく,word
3149,タオルで顔をふきなさい。,sentence
3150,裝,kanji
3151,不気味,word
3152,その夕方不気味な沈黙のうちにお茶がすまされた。,sentence
3153,株価,word
3154,あの会社の株価は下がらないだろう。,sentence
3155,勤,kanji
3156,昨日あの会社の株価が暴落した。,sentence
3157,不能,word
3158,不能になりました。,sentence
3159,バー,word
3160,あのバーは彼が良く顔を出すお気に入りの場所である。,sentence
3161,暑,kanji
3162,両側,word
3163,その通りの両側に店が並んでいる。,sentence
3164,適任,word
3165,うまくそれをやらせたいと思うなら私こそその適任者です。,sentence
3166,碑,kanji
3167,並木,word
3168,桜並木があるわ。,sentence
3169,間柄,word
3170,いとこの間柄です。,sentence
3171,賓,kanji
3172,中継ぎ,word
3173,パンダ,word
3174,「可愛い子犬ね。どうしてパンダと名付けられたの？」「パンダのような顔をしているからだ」,sentence
3175,僞,kanji
3176,主食,word
3177,このあたりではジャガイモを主食としている。,sentence
3178,スタンド,word
3179,ここで電気スタンドは売っていますか。,sentence
3180,團,kanji
3181,交わす,word
3182,契約を交わした以上、決定を守らなければならなかった。,sentence
3183,ばれる,word
3184,あいつが嘘をついてたこと、みんなにばれてたよ。,sentence
3185,交互,word
3186,好運と不幸は交互に起こる。,sentence
3187,洋子,sentence-component
3188,洋子がそういうのももっともだ。,sentence
3189,奬,kanji
3190,人間性,word
3191,その詩人は常に何よりも人間性を大事に考える。,sentence
3192,AIDS,word-component
3193,エイズ,word
3194,その有名な医者はエイズについて演説した。,sentence
3195,寢,kanji
3196,以降,word
3197,いつか１０時以降に訪ねてこられませんか。,sentence
3198,御負け,word
3199,おまけに、事故の恐れがより大きい。,sentence
3200,實,kanji
3201,低,word
3202,低気圧,word
3203,吁,kanji
3204,吁,word
3205,於乎,word
3206,あー,word
3207,ああした美しいものは決してその価値を失うことはない。,sentence
3208,嶋,kanji
3209,低温,word
3210,それはもっと低温で保存しなさい。,sentence
3211,英国人,word
3212,そういう習慣は英国人独特のものである。,sentence
3213,𤇾,kanji
3214,榮,kanji
3215,体温,word
3216,「お母さん、体温計知らない？」「いつもの場所にないの？」「うん、ないみたい」,sentence
3217,忍ぶ,word
3218,そんな場面を見るに忍びなかった。,sentence
3219,𥁕,kanji
3220,溫,kanji
3221,保留,word
3222,その件は保留にしておこう。,sentence
3223,飢え,word
3224,その国では実に多くの人が飢えで死んでいる。,sentence
3225,滯,kanji
3226,修学,word
3227,修学旅行,word
3228,6月の修学旅行で、雨が降らない方がおかしいよね。,sentence
3229,咎,kanji
3230,咎める,word
3231,うそをついたことで気がとがめている。,sentence
3232,入力,word
3233,そのデータはコンピューターに入力された。,sentence
3234,とまる,word-reading
3235,お高くとまってる女の子は嫌いなんだ。,sentence
3236,粹,kanji
3237,公使,word
3238,振り向く,word
3239,そのとき、少年は振り向いた。,sentence
3240,綠,kanji
3241,兵隊,word
3242,その市はやがて兵隊によって占領された。,sentence
3243,数時間,word
3244,あと数時間だけ雨が降らないでいてくれたらいいのよ。,sentence
3245,郞,kanji
3246,典型的,word
3247,トムは典型的なイギリス人だ。,sentence
3248,閉じ込める,word
3249,こんなすばらしい天気の日に家に閉じ込められていたいと思うものか。,sentence
3250,齊,kanji
3251,再会,word
3252,ああ、彼らはいつ再会するだろうか。,sentence
3253,籠,word
3254,これらのリンゴを運ぶためのカゴがほしい。,sentence
3255,かご,word
3256,かごの中においしいりんごが入っている。,sentence
3257,福,kanji
3258,処罰,word
3259,トムは本当のこと言わなかったので、処罰されました。,sentence
3260,来たる,word
3261,いいパーティーだった。君も来るべきだったのに。,sentence
3262,僧,kanji
3263,出世,word
3264,この地方で最も出世した軍人の名は知ってるか・・・？,sentence
3265,こっそり,word
3266,こっそり彼にお金を返したんだ。,sentence
3267,嘆,kanji
3268,分類,word
3269,これらの本を主題別に分類してください。,sentence
3270,意地悪,word
3271,「なんで私のこと嫌いなの？」「意地悪だから」,sentence
3272,漢,kanji
3273,判明,word
3274,そのニュースは本当だと判明した。,sentence
3275,名案,word
3276,その問題を論じているときに、私は名案が浮かんだ。,sentence
3277,禍,kanji
3278,別居,word
3279,トムは妻と別居している。,sentence
3280,梂,kanji
3281,梂,word
3282,毬,word
3283,かさ,word
3284,あなたはいつ私のかさを返してくれるのですか。,sentence
3285,署,kanji
3286,到達,word
3287,いままで誰もその山頂に到達できていない。,sentence
3288,時勢,word
3289,彼の思想は時勢と相いれなかった。,sentence
3290,賈,kanji
3291,價,kanji
3292,刻む,word
3293,この時計は正確な時を刻みます。,sentence
3294,エジソン,sentence-component
3295,その発明はエジソンがしたものとされている。,sentence
3296,僉,kanji
3297,儉,kanji
3298,割り当て,word
3299,自分の仕事の割り当ては終わりましたか。,sentence
3300,摸,kanji
3301,掏摸,word
3302,お金を盗んだスリをその場でつかまえた。,sentence
3303,劍,kanji
3304,力強い,word
3305,なるほどこの車は小さいが力強い。,sentence
3306,申し出る,word
3307,それは誰を通して苦情を申し出ればいいのですか。,sentence
3308,增,kanji
3309,加害,word
3310,加害者,word
3311,面する,word
3312,このホテルは海に面している。,sentence
3313,寬,kanji
3314,勤め,word
3315,お勤めはどちらですか。,sentence
3316,出席者,word
3317,その会合の出席者は、そのニュースに驚いた。,sentence
3318,黄(黃),kanji-variant
3319,廣,kanji
3320,区役所,word
3321,燃やす,word
3322,この手紙は読み終わったら燃やしてください。,sentence
3323,彈,kanji
3324,匿名,word
3325,その官僚は匿名を条件として記者に話をした。,sentence
3326,ビタミン,word
3327,この食事にはビタミンがたくさんはいっている。,sentence
3328,樣,kanji
3329,トムはビタミン剤を飲む必要はないと判断した。,sentence
3330,危うく,word
3331,エベレスト,sentence-component
3332,これまで訪れた中で、エベレストほど美しい山を見たことがない。,sentence
3333,歮,kanji
3334,澁,kanji
3335,受け取り,word
3336,彼は賄賂の受け取りを拒否した。,sentence
3337,身形,word
3338,きちんとした身なりをしていられないほど貧しい人はいない。,sentence
3339,瘦,kanji
3340,受け身,word
3341,あの人はいつも受け身に回っているから本音は何か見当がつかない。,sentence
3342,バケツ,word
3343,お水の入ったバケツ持ってきて。,sentence
3344,舀,kanji
3345,稻,kanji
3346,和歌,word
3347,異議,word
3348,この計画に異議はありますか。,sentence
3349,緖,kanji
3350,和風,word
3351,築く,word
3352,国が自分たちの帝国を築こうとすると戦争が起こる。,sentence
3353,彖,kanji
3354,緣,kanji
3355,問屋,word
3356,そうは問屋がおろさないぞ。,sentence
3357,口答え,word
3358,お母さんがあなたを叱る時、そのように口答えをするべきではない。,sentence
3359,賣,kanji
3360,喪失,word
3361,彼は記憶喪失で悩んでいる。,sentence
3362,長時間,word
3363,その部長は、よく長時間働かせる。,sentence
3364,醉,kanji
3365,営利,word
3366,彼は営利のためにこれをした。,sentence
3367,心理学,word
3368,その著名な心理学者は、見た目が私の叔父に似ている。,sentence
3369,駈,kanji
3370,回帰,word
3371,帰り道,word
3372,ある晩、ひとりの商人が帰り道にその坂を登っていた。,sentence
3373,髮,kanji
3374,圧倒,word
3375,ロシア革命について書かれた章には本当に圧倒された。,sentence
3376,ジャム,word
3377,イチゴはジャムに作られる。,sentence
3378,墨,kanji
3379,地主,word
3380,その地主は以前かなり裕福な暮らしをしていた。,sentence
3381,取り壊す,word
3382,この古い壁を取り壊してるんだ。,sentence
3383,層,kanji
3384,地名,word
3385,私はその地名を思い出せなかった。,sentence
3386,尻尾,word
3387,お前、俺の尻尾踏んだろ？,sentence
3388,憎,kanji
3389,地形,word
3390,ダイヤモンド,word
3391,あなたは本当のダイヤモンドを見たことがないのです。,sentence
3392,梅,kanji
3393,垣根,word
3394,その道縁には垣根がある。,sentence
3395,トラブル,word
3396,あなたのその話し方は、いつかトラブルを招くことになりますよ。,sentence
3397,穀,kanji
3398,外観,word
3399,問題は、その本質よりもむしろ外観である。,sentence
3400,コンタクト,word
3401,いつからコンタクトしてるの？,sentence
3402,竹(⺮),kanji-variant
3403,節,kanji
3404,多量,word
3405,このエアコンは電気を多量に消費する。,sentence
3406,泊める,word
3407,ここに泊めてもらえますか？,sentence
3408,練,kanji
3409,夜明け,word
3410,トムは夜明けとともに起きます。,sentence
3411,名詞,word
3412,指示代名詞が多すぎて、正直、わかりづらいことこの上ない。,sentence
3413,熏,kanji
3414,勳,kanji
3415,天体,word
3416,この言葉は、大きな天体の周辺を回転している小さな天体全てについて使われるようになった。,sentence
3417,マーク,word
3418,あなたの引いたカードは赤のマークですね。,sentence
3419,𢛳,kanji
3420,德,kanji
3421,実例,word
3422,別の実例を教えてください。,sentence
3423,折角,word
3424,あーあ、せっかくお母さんには内緒にしてた計画なのに、もうばれちゃった。,sentence
3425,戰,kanji
3426,客室,word
3427,勿体,word
