Sentence,Translation,SentenceID,TranslationID
お正月に私と踊ったお友達かも~?,Isn't that the friend I danced with on New Year's?,3409701,3467014
お歳暮は日本独自の習慣の一つである。,Sending year-end gifts is one of the customs peculiar to Japan.,227134,64483
お母さん、その髪型老けて見えるよ。,"Mom, that hairstyle makes you look old.",3012828,3255564
お母さん、ヤカンが沸騰してるよ。,"Mom, the kettle is boiling.",9694311,9694317
お母さん、何か焦げている臭いがするわ。,"I smell something burning, Mother.",226647,63991
お母さん、彼のことをじっくり考えたんだけど、どうしても結婚する気になれないの。,"Mother, having thought about it carefully, I don't feel I should marry him.",226645,63990
お母さんがあなたたちに、ケーキとミルクをよこしたのよ。,Mother has sent you some cakes and milk.,226643,63987
お母さんがあなたを叱る時、そのように口答えをするべきではない。,You shouldn't answer your mother back like that when she scolds you.,226642,63986
お母さんがとても痛がっているのが分かった。,I could see that my mother was in a lot of pain.,226636,63980
お母さんが汗水たらして働いたお金なんだから、大切に使わなくては駄目だよ。,"This is money that our mother earned by the sweat of her brow, so use it carefully.",903069,2660374
お母さんが突然歌い始めた。,"All of a sudden, my mother began to sing.",226633,63977
お母さんが突然歌い始めた。,"Suddenly, my mother started singing.",226633,1048294
お母さんであるブラウン夫人は、彼女の食事に野菜の量を増やしました。,"Her mother, Mrs Brown, increased the amount of vegetables in her diet.",226629,63973
お母さんに欠席の件をどうぞよくおわびしてください。,Please make my excuses for absence to your mother.,226626,63970
お母さんの身になってごらんなさい。,Try putting yourself in your mother's shoes.,226618,63961
お母さんは、あなたが山登りをすることに反対するんでしょう。,Your mother will probably object to your climbing the mountain.,226617,63962
お母さんはいらいらし始めると、率直にでもやさしく、部屋から出て行くようにベスに言います。,"The mother becomes irritated and frankly, but gently, tells Beth to leave the room.",226614,63958
お母さんは仕事中だよ。,Mom is at work.,4924793,4109263
お母さんは仕事中だよ。,Mom's at work.,4924793,4923390
お母さんは彼らを野原で遊ばせた。,Their mother let them play in the field.,226602,63946
お母さんは暮し向きが良い。,My mother is well off.,226601,63945
お母さんは森を通り抜けた。,Mother went through the forest.,6910914,6964777
お母さんは森を通り抜けた。,Mom went through the forest.,6910914,6964778
お母さんは無意識に椅子をつかんだ。,Unconsciously my mom took hold of the chair.,226599,63943
お母さんは私達に仔犬を買います。,Mom will buy us a puppy.,627986,4733645
お母さんは食事のしたくをするのに忙しい。,Mother is busy preparing dinner.,226604,63948
お母さん狐は、心配しながら、坊やの狐の帰ってくるのを、今か今かとふるえながら待っていましたので、坊やが来ると、暖かい胸に抱きしめて泣きたいほどよろこびました。,The mother fox was worried while she was eagerly waiting for the boy fox's return. When the boy returned she pulled him to her warm chest and was so happy she wanted to cry.,4252237,4530307
お気に入りのカナダの作者は誰ですか？,Who's your favorite Canadian author?,7704437,7702781
お気に入りの白いシャツにワインをこぼしちゃった。洗濯したら落ちるかな。,I spilled wine on my favourite white shirt. The stain might go away if I wash it.,1015162,2659651
お気に障ったでしょうか。悪意はなかったのです。,Did I hurt your feelings? I meant no harm.,227336,64688
お気の毒ですが、番号違いです。,"Sorry, but you must have the wrong number.",227334,64685
お気遣いありがとうございます。,Thank you for your concern.,4478293,54426
お水の入ったバケツ持ってきて。,Bring me a bucket of water.,9683875,35475
お水を１杯もらえますか。,May I have a glass of water?,227006,64354
お汁はまだ熱いよ。,The soup is still hot.,9594160,9484660
お決まりの質問で悪いのだけど、これ以外には思いつかない。,"I'm sure people ask you this question all the time, but it's all that comes to mind right now.",227193,64541
お湯が沸き始めた。,The water began to boil.,2508369,2268642
お湯が沸騰してどんどんなくなっているよ。,The water is boiling away.,226800,64149
お湯が沸騰して蒸発した。,The water has boiled away.,226798,64145
お湯を少し沸かしてください。,Boil some water.,226794,64141
お父さん、めがねを居間から取ってきましょうか。,"Shall I fetch your glasses from the living room, Dad?",226764,64111
お父さんかどうかは、足音で分かるんだよ。,I can tell whether it's Dad or not by the sound of his footsteps.,891778,892395
お父さんがさぁ、鶏がトウモロコシ食ってるような打ち方するって言うのよ。,My dad says I type like a chicken eating corn.,9511027,9494484
お父さんがね、新しい万年筆をくれたの。,My father gave me a new fountain pen.,9257766,319207
お父さんがよく遅くまで仕事をするので、お母さんが小言をたくさん言う。,"Dad often works late, and Mom complains a lot.",226758,64104
お父さんがバスルームでひげを剃っている。,Dad is shaving in the bathroom.,226759,64105
お父さんがバスルームでひげを剃っている。,My father is shaving in the bathroom.,226759,438210
お父さんが引退なさるときにはあの人が後を継ぐのです。,He will take over the business when his father retires.,226756,64102
お父さんと話してると、やっぱ人生の先輩だなあって思う。,"Whenever I talk to my father, I realize that he has a lot more experience than I do.",3169407,3393613
お父さんね、ピザが大好きなの。,My father likes pizza very much.,10040802,251649
お父さんね、ピザが大好きなの。,My father loves pizza.,10040802,469183
お父さんの破産は家名の汚れでした。,Father's bankruptcy was a blot on the family's reputation.,74559,329160
お父さんは僕の要求に全く耳をかさなかった。,My father turned a dead ear to my requests.,226709,64053
お父さんは入浴中です。,Father is having a bath.,226711,64055
お父さんは夜中の１２時前にはめったに帰ってこない。,Dad rarely gets back home before midnight.,226707,64051
お父さんは料理コンテストに出て優勝したのよ。,My father participated in a cooking contest and came in first.,226706,1480925
お父さんは病気でも何でもない。ただずる休みしたいだけに違いない。,Dad isn't sick or anything like that. I'm sure he just wants to laze around.,6695635,6695640
お父さんは誕生日にぼくに小犬をくれた。,My father gave me a puppy for my birthday.,226713,64057
お爺さんは休憩するために少し立ち止まった。,The old man stopped for a moment to rest.,4216154,326443
お百姓さんはそれを聞いて喜ぶに違いない。,The farmers must be happy to hear that.,226767,64114
お皿を下げてください。,Please take these dishes away.,9207349,55210
お皿を流しに置いてもらえますか。,Would you put the dishes in the sink?,227128,64477
お盆がちかづいてきた。,The Bon Festival is near at hand.,226586,63930
お盆期間中は駅はとても混雑する。,During Obon there is much confusion at train stations.,226584,63928
お祈りは終わりました。,Prayer is over.,10294794,9959454
お祖母さんに何かがいるかどうかと聞くために電話をします。,I will call my grandmother to see whether or not she needs anything.,1077766,1077764
お祖母さんの昔話は耳にたこができるほど聞かされた。,I've heard my grandma's stories so often that I'm heartily sick of them.,76807,326913
お祖父さんがかなり老衰している。,Grandfather is quite senile.,76809,326911
お祝いに赤飯でも炊こうかしら。,"As a celebration, I wonder if I should cook red rice or something?",9849320,10232512
お祝いに赤飯でも炊こうかしら。,"To celebrate, I wonder if I should cook red rice or something?",9849320,10232519
お祭りでロブスターを食べました。,I ate lobster at the festival.,9393012,9776965
お祭りの間頑張ってくれましたね。,I greatly appreciate your efforts during our festival.,227133,64482
お祭り中に高山に行きたい。,I'd like to go to Takayama during festival time.,227131,64480
お立ち寄りいただきありがとうございます。,I appreciate you stopping by.,2177311,1933596
お箸が苦手なの。,I'm not very good with chopsticks.,9696343,6796416
お米2合炊いといて。,Cook 2 Japanese cups of rice.,2691972,2692361
お米2合炊いといて。,Cook 300 grams of rice.,2691972,2693486
お米2合炊いといて。,Cook about 12 ounces of rice.,2691972,2693488
お米2合炊いといて。,Cook about one and a half cup of rice.,2691972,2693489
お米屋さんは、言わずと知れた斜陽産業。,"Needless to say, dealing in rice is a declining industry.",76803,326917
お肉は冷凍だよ。,The meat is frozen.,9544359,44614
お肉凍ってるよ。,The meat is frozen.,9776833,44614
お腹がよじれるほど笑ったよ。,I doubled over with laughter.,226687,64030
お腹が一杯になると胃が痛みます。,My stomach aches after meals.,226686,64031
お腹が空いたから、私は何か食べるものを仕入れに行くよ。,"I'm hungry, so I'm going to get something to eat.",866751,372009
お腹が空いていたばかりでなく、私達は喉の渇きにも苦しんでいた。,"Not only were we hungry, but we were also suffering from thirst.",226685,64029
お腹すきすぎてパソコンが食べ物に見えてきた。,I am so hungry my PC started to look like food.,7900773,7910583
お腹をすかせている人がいればその人達のために食べ物を乞うた。,"When she saw that the people were hungry, she begged for food for them.",226680,64024
お腹痛い。スイカ食べ過ぎたかな。,My stomach hurts. I wonder if I ate too much watermelon.,8928623,9990218
お腹痛い。牡蠣にあたったかな。,My stomach hurts. I wonder was I poisoned by oysters.,8928625,10227669
お花の水を替えましょう。,Shall I change the water for the flowers?,227392,64744
お花見に行きませんか。,Why don't we go and see the cherry blossoms?,227390,64742
お茶が濃すぎるので水を少し加えて下さい。,The tea is too strong. Add some water.,226875,64223
お茶とコーヒーそれが１日のスタートを助ける。,Tea and coffee helps to start the day.,226874,64222
お茶の木はツバキの一種です。,The tea tree is a kind of camellia.,226868,64216
お茶の葉はもう少し多めに入れたほうがおいしいですよ。,"If you put more tea leaves into the pot, the tea will taste better.",226867,64215
お茶の道具を片付けてください。,Please clear away the tea things.,226869,64217
お荷物は24時間以内にお届けします。,Your shipment should be delivered within 24 hours.,10299962,10298691
お荷物は24時間以内にお届けします。,Your shipment should be delivered within twenty-four hours.,10299962,10298692
お菓子で赤ちゃんが窒息するところだった。,The baby almost choked on a piece of candy.,227385,64737
お華を習ってるの。,I take lessons in flower arrangement.,9928391,64743
お葬式で、未亡人は黒いスーツ、帽子そして手袋をしてとてもしっかりとして見えた。,"At the funeral, the widow looked very dignified, with her black suit, hat and gloves.",226915,64262
お薬がなくなるまで、１日１錠服用してください。,Take one tablet a day until all of the medicine is gone.,10142764,322397
お薬は処方された通りに飲みきってくださいね。,Please take all of your medicine as prescribed.,2988453,2990341
お見事！,Great!,227191,395934
お見事！,Fantastic!,227191,433511
お見事！,Well done!,227191,464478
お見事！,Bravo!,227191,3368502
お見事！,Well done.,227191,3825121
お見合いと出会い系サイトって何が違うの？,What's different between a wedding arrangement site and a dating site?,4291705,5697132
お見舞いありがとう。,Thank you for coming.,227187,64536
お言葉に甘えさせていただきます。,I'll take you up on that.,8606821,2545448
お許しを。,Forgive us.,3488291,2111834
お詫びしなければなりません。,I must ask your pardon.,226499,63844
お詫びします。,I apologize for it.,226498,63843
お詫びします。,I apologize.,226498,610114
お詫びに二言三言、言わせてください。,I'd like to say a few words by way of apology.,226496,63841
お話の要点は分かりました。,I see your point.,226505,63850
お買い得商品を見つけた。,I found a real bargain.,226774,64121
お近づきになれてうれしいです。,I'm glad to know you.,227296,64648
お送りした小包、受け取りましたか。,Did you get the package I sent you?,226913,64261
お送りした小包、受け取りましたか。,Did you get the package that I sent you?,226913,7515519
お通じがよくなりますよ。,It moves the bowels.,226816,64164
お部屋の掃除をしましょうか？,Shall I clean the room?,9344360,319586
お酒に酔った自分が何を言ったかは忘れがちだけど、全部本心だっていう自信だけはある。,"I tend to forget what I say when I'm drunk, but I'm confident that it reflects my true feelings.",3098465,3129188
お酒はほどほどに。,Drink responsibly.,9432627,9430484
お酒は控えめに。,Drink responsibly.,9432629,9430484
お酒は飲める年齢かな？,Are you old enough to drink?,8764348,3825059
お酒を飲むとすぐに赤くなっちゃうんです。,"The minute I have something to drink, I turn bright red.",227038,64386
お酒を飲む頻度はどれくらいですか？,How often do you drink alcohol?,9964084,9849536
お酒を飲んでいるうちに、彼はすっかり上機嫌になり、どれほど病院がいやなものかをみんなに何度もしゃべった。,As he was drinking he got very merry and kept telling everybody just how much he hated hospitals.,227034,64383
お酢と油を持ってきてください。,Please bring me vinegar and oil.,10582928,4414616
お里が知れる。,"The shepherd, even when he become a gentleman, smells of the lamb.",226537,63882
お金、全部使い切っちゃった。,I've spent all my money.,10037934,2934264
お金、渡したの？,Did you give him money?,10212631,9781689
お金がもらえないプロジェクトにどれだけの時間と労力をつぎ込みますか。,Just how much time and work are you going to put into a project that you can't get any money for?,5845162,6377076
お金が彼女に大切なのと同じだけ私には愛が大切だ。,Love is as important to me as money is to her.,227273,64624
お金が無くなってしまった。,I've run out of money.,1904295,433612
お金が無くなってしまった。,The money disappeared.,1904295,1415017
お金それ自体は何の意味もないものだ。,"Money, as such, has no meaning.",227269,64618
お金と技術を地球の一カ所から別の場所に移動させるだけでは十分でありません。,Moving money and technology from one side of the globe to the other is not enough.,227267,64619
お金には、この世の何よりも価値があるのです。,Money is worth more than everything else in the world!,5348718,5347162
お金のことで口論するのはやめろ。,Stop arguing about money.,227265,64616
お金のために、愛してもいない男との生活をつづけるならば、すっかり失望して、進退きわまる時が将来やってくることだろう。,"If she continues to live with a man she doesn't love for his money, the day will come when she will be utterly frustrated and between the devil and the deep blue sea.",227263,64614
お金のために、愛してもいない男との生活をつづけるならば、すっかり失望して、進退きわまる時が将来やってくることだろう。,"If she continues to live with a man she doesn't love for his money, the day will come when she will despair and be in dire straits.",227263,2703381
お金のもちあわせがありません。,I don't have any money on me.,236925,436535
お金の事では彼女は几帳面です。,She is exact in money matters.,227260,64610
お金の無い学生時代には、やっと手に入れたレコードをすり切れるまで聴いたものだ。,"As a poor student, I used to listen to the records which I had managed to get until they wore out.",10109249,10109251
お金はどこに消えちゃったの？,Where has the money gone?,8881949,6049237
お金はほとんど一銭も残っていない。,I have hardly any money left.,227247,64595
お金はほぼ総計２０００ドルになる。,The money amounts to almost two thousands dollars.,227245,64589
お金はポケットの中にしまって。,Put the money in your pocket.,9308454,2267683
お金は万能ではないが、お金がないと何もできない。,"Money isn't everything, but if you have no money, you can't do anything.",344767,534738
お金は余り持っていませんが、どうにか暮らしています。,"I don't have much money, but I can get along somehow.",227235,64584
お金は余り持っていませんが、どうにか暮らしています。,"I don't have a lot of money, but I get along somehow.",227235,1069561
お金は安全な場所に保管しときなさい。,Keep the money in a safe place.,9779178,18593
お金は常時それを最も大切にする人々へ道を見つける。,Money always finds its way to the people who value it most.,9255228,9255218
お金は物資を売買したり、価値を測ったり、富を蓄えたりするのに使われる。,"Money is used for buying or selling goods, measuring value and storing wealth.",227238,64587
お金をいくらか残しておきなさい。,Please leave some money.,227232,64580
お金をお持ちでしたら、ちょっとかしてください。,"If you have any money, please lend me some.",227231,64581
お金を与えると言う考えを好まない人にとっては、商品券はいい考えである。,"For people who dislike the idea of giving money, a gift certificate is a good idea.",227201,64550
お金を全部使ってしまい、私たちは仕事を探しだした。,"All the money spent, we started looking for work.",227212,64561
お金を全部合わしても足りないだろう。,All the money put together still won't be enough.,227213,64562
お金を持っていた人はバターを買うことができた。,People with money were able to buy butter.,227224,64573
お金を盗まれた。,My money was stolen.,227207,64556
お金を盗んだスリをその場でつかまえた。,I caught a pickpocket dead to rights when he stole my money.,227205,64554
お金を貯めて頭金を作れますか。,Can you save enough money for the down payment?,227209,64558
お金持ちは貧乏人を見下しがちである。,The rich are apt to look down upon the poor.,227198,18512
お釣りはいいです。,Keep the change.,9314776,357219
お隣の音楽はとてもうるさい。音量を落としてくれたらなあ。,The music next door is very loud. I wish they would turn it down.,226530,63875
お願い、とにかく聞いてよ。,Please just listen.,8866050,2249797
お願いだから、二度とこの件については言及しないで。,"Don't refer to this matter again, please.",227350,64702
お願いだから父さん、彼と仲良くしてくれよ。言葉に出来ないほど大切な友情なんだから。,I'm begging you father. Please get on good terms with him. This friendship is so dear to me that I can't put it into words.,1023529,2610154
お願いを聞き入れていただけますか。,Will you do me a favor?,227343,64695
お風呂がある、ダブルの部屋をお願いしたいのですが。,We'd like a double room with bath.,8989854,1437082
お風呂に入っているとき、電話がなった。,"When I was taking a bath, the telephone rang.",226700,64043
お風呂に入れなければなりません、汗だくですから。,"I have to take a bath, because I'm all sweaty.",4798201,4797678
お風呂は一日おきに入ってるんだよ。,I take a bath every other day.,9240034,252485
お騒がせしてすみませんが、お宅の家の前で車が故障してしまいました。,"I'm sorry to disturb you, but my car broke down in front of your house.",8764461,8755376
お高くとまってる女の子は嫌いなんだ。,I don't like girls who put on airs.,9961210,20311
かかわってくる問題は経済学の領域をはるかに越えている。,The questions involved go far beyond economics.,226434,63780
かくして、彼らに脅威を与えるほかの動物に発見されないですむ。,"Thus, they cannot be detected by other animals that threaten them.",226431,63776
かくして僕らはたくさんの時間を空費する。,"In this way, we waste a lot of time.",1772632,54621
かくれんぼしたい？,Do you want to play hide and seek?,8509123,2530543
かくれんぼする人この指とまれ！,People wanting to play hide-and-seek gather round.,8509125,10217296
かくれんぼする人この指とまれ！,People wanting to play hide-and-seek stop by me.,8509125,10217307
かくれんぼする人この指とまれ！,People wanting to play hide-and-seek come near.,8509125,10217324
かくれんぼする人この指とまれ！,People wanting to play hide-and-seek be close at hand.,8509125,10217330
かくれんぼする人この指とまれ！,People wanting to play hide-and-seek grab my finger.,8509125,10217860
かくれんぼする人この指とまれ！,People wanting to play hide-and-seek take my finger.,8509125,10217861
かくれんぼする人この指とまれ！,People wanting to play hide-and-seek touch my finger.,8509125,10217864
かくれんぼする人この指とまれ！,"Anyone wanting to play hide-and-seek, touch my finger.",8509125,10315742
かくれんぼする人この指とまれ！,"Anyone wanting to play hide-and-seek, take my finger.",8509125,10315744
かくれんぼする人この指とまれ！,"If anyone wants to play hide-and-seek, they should grab my finger.",8509125,10315745
かくれんぼする人この指とまれ！,Come over here if you want to play hide-and-seek.,8509125,10315746
かくれんぼする人この指とまれ！,Anyone wanting to play hide-and-seek should come and stand here.,8509125,10315747
かくれんぼする人この指とまれ！,Gather round if you want to play hide-and-seek.,8509125,10315748
かけ引きがお上手ですね。,You would make a good diplomat.,226426,63771
かごがひとつ、テーブルのしたにある。,There is a basket under the table.,226424,63769
かごの中においしいりんごが入っている。,There are some good apples in the basket.,236783,63768
かしこまりました。確認致しますので、少々お待ち頂けますか。,"Certainly. I will need to confirm it, however. Please wait just a moment.",2863727,4368132
かぜがなおるのに３週間かかった。,It took three weeks for me to get over my cold.,226396,63740
かぜが治らない。,I can't get rid of my cold.,226395,63739
かぜが治らない。,I can't shake off my cold.,226395,319732
かぜが治らない。,I can't get over my cold.,226395,2765359
かぜには大食、熱には小食。,Feed a cold and starve a fever.,226389,63733
かぜの治療には蜂蜜入りのホットレモンがよく効く。,Hot lemon with honey is a good remedy for colds.,226388,63732
かぜをひいているときは、睡眠不足は良くありません。,"If you have a cold, lack of sleep is very bad for you.",226386,63730
かっかしないで。,Don't lose your temper.,1278024,319855
かっかしないで。,Don't get angry.,1278024,319858
かっかしないで。,Don't get mad.,1278024,2245337
かっかしないで。,Don't get steamed up.,1278024,2765363
かっとなって彼女は友人をののしった。,She insulted her friend in anger.,226322,63662
かつて、この国では、地域全体が他人の子供に注意を与えたものだが、今は、そのような大人の姿を目にすることは極めて少ない。,The restraining role that the community once played is losing its force as adults become reluctant to reprimand other people's unruly children.,226347,63688
かつてここでは、人々は毛皮と砂糖を交換した。,Once people traded furs for sugar here.,226343,63684
かつてその国には残酷な支配者がいた。,There was once a cruel ruler in the country.,226341,63682
かつての彼は寡黙な男だった。,He used to be a quiet man.,2309055,300570
かつてはそれらが大変役立ったこともありました。,Once they were very useful.,3416658,63681
かつてトマトは有毒だと信じられていたことがあった。,It was once believed that tomatoes were poisonous.,226339,63680
かつて一度もこんな大群衆を見たことがない。,Never have I seen such a crowd of people.,236997,63670
かつて宗教と科学のあいだに大きな衝突があった。,There was a great conflict between religion and science.,226330,63671
かつて彼らは名古屋にすんでいた。,At one time they lived in Nagoya.,226323,63663
かつて残忍な王様がいた。,"Once upon a time, there lived a cruel king.",226329,63669
かなづちと同様に彼は泳げない。,He cannot swim any more than a hammer can.,226286,63626
かなりたくさんの人がその式典に招待された。,Quite a few people were invited to the ceremony.,226283,63623
かなりの乗客が船に乗っていた。,There were quite a few passengers on board the ship.,226279,63619
かなりの人が爆発で亡くなった。,A bunch of people died in the explosion.,997157,953067
かなりの変人だ。,He is quite an odd man.,226278,63618
かなりゾクゾクした。,It was quite thrilling.,8588350,3733811
かなり多くの人が、変装していたのが彼だったとは気づかなかった。,Quite a few people couldn't recognize him in that disguise.,226263,63603
かなり大勢の学生がアメリカの風物に興味をもっている。,A good many people have an interest in things American.,226259,63599
かなり深い雪に大きな動物がまっていれば、クズリはそのサイズの5倍の大きさの獲物を殺すことができる。,"A wolverine can kill prey that is five times its size, but only in rather deep snow where large animals get stuck.",3322579,3322578
かなり深刻なようだ。,It seems to be serious.,3416632,63617
かなり重大な知らせがある。,I've got some rather serious news.,226271,63611
かなり骨を折ってその問題を解いた。,I solved the problem not without difficulty.,226273,63613
かねが幸福をもたらすとは限らない。,Money does not always bring happiness.,226255,63595
かばん全部に荷札をつけなさい。,Attach labels to all the bags.,226243,63583
からすはその翼を広げた。,The crow spread his wings.,226188,63528
からせきが出ます。,I have a dry cough.,226182,63522
からだには、心と同じくらいたくさんの過去の記憶や感情が蓄積されている。,Just as many memories of the past and feelings are stored up in the body as in the spirit.,389274,389275
からだ全体が密に毛でおおわれている。,The entire body is densely covered with hair.,226179,63519
かれは一時的に精神が錯乱状態になった。,He became temporarily deranged.,76790,326930
かれは土に水をやった。,He watered the soil.,518854,518855
かれは本当に神童である。,He truly is a prodigy.,543070,543071
かれらはわくわくするような試合をした。,They had an exciting game.,226144,63483
かれらは土地をたがやした。,They cultivated the land.,518876,518877
かれらは埋蔵された宝物を求めて砂漠を探検した。,They explored the desert in quest of buried treasure.,226141,63481
かれをどう処置しようかとわたしは迷っているのです。,I am in doubt what to do with him.,226140,63480
かろうじて事故に遭わずにすんだ。,I escaped the accident by the skin of my teeth.,226130,63470
かわいさ余って憎さ百倍。,The greatest hate springs from the greatest love.,226121,63461
かわいそうなその少年達は、恐ろしさに震えていた。,The poor boys were shivering with fear.,226104,63444
かわいそうな事にその老いた女性はまたもバッグを盗まれた。,The poor old woman had her bag stolen again.,226119,63458
かわいそうに、その少年は車にはねられた。,The poor boy was knocked down by a car.,226116,63456
かわいそうに、その老人はやせて骨と皮だけになっていた。,The poor old man was reduced to just a skeleton.,226115,44292
かわいそうに、その老人はやせて骨と皮だけになっていた。,The poor old man became so thin that now he's just skin and bones.,226115,1090272
かわいそうに、少女は知らせを聞いて泣き崩れた。,The poor girl broke down upon hearing the news.,226114,63454
かわいそうにその子は花粉症に悩んでいる。,The poor child suffers from hay fever.,226112,63452
かわいそうにその子供は餓死寸前だった。,The poor child was on the verge of starvation.,226111,63451
かわいそうにその犬は文字通りライオンに引き裂かれてしまった。,The poor dog was literally torn apart by the lion.,226113,63453
かわりばんこが公平だ。,Turn about is fair play.,226095,63435
かわるがわるボート漕ごう。,Let's row the boat in turn.,226094,63434
かわるがわるボート漕ごう。,Let's take turns rowing the boat.,226094,240301
かんかんになって息巻いている。,He is fuming that they will be sorry for it some day.,226092,63432
かんかんに怒った社員は、即刻会社を辞めた。,The outraged employee resigned at once.,226091,63431
がっかりしたことに、彼の勝利は、つかの間の勝利にすぎなかった。,"To my regret, his was nothing but a short-lived triumph.",226358,63701
がまんするのが難しいのは彼の度を超した丁重さである。,What is hard to put up with is his over-politeness.,226233,63573
きそうだ。,That's right.,1214848,1216015
きちんとした身なりをしていられないほど貧しい人はいない。,No one is so poor that he cannot afford to be neat.,226050,63390
きちんと座りなさい。,Sit up straight.,226047,63388
きちんと戸を閉めなさい。,Shut the door tight.,226049,63389
きっかり２時半に家に着いたんだ。,I got home at exactly 2:30.,8921697,6665873
きっと、その政策は景気を今以上に後退させる。,The policy is bound to drive the economy into further recession.,226040,63379
きっとジムがその話をでっちあげたんだ。,I am sure that Jim made up that story.,226031,33539
きっとスタッフが帰った後に火が出たんだよ。,The fire must have broken out after the staff had gone home.,10514389,266798
きっとスタッフが帰った後に火が出たんだよ。,The fire must've broken out after the staff had gone home.,10514389,6874116
きっと事態は改善されるであろうと思います。,"The situation, I am sure, will be improved.",226015,63356
きっと合格しなけりゃダメよ。,Be sure to pass the exams.,226019,63359
きっと定刻に来なさい。,Mind you come on time.,226008,63347
きっと市民が愛着を感じる風景ですね。,It's surely a view the townsfolk are attached to.,629262,629264
きっと彼は本性を現わすよ。,I'm sure he will reveal his true nature.,8823004,7946413
きっと立ち見よ。,There'll be standing room only.,225989,63328
きっと車を運転していると住所が頻繁に変っちゃうからだと思うの。,"I figure it's because when I'm driving around, my zip code keeps changing.",237000,63354
きっと週末までに宿題をすますようにしなさい。,See that the homework is done by the weekend.,226012,63352
きっぱりと彼の頼みを断りなさい。,Turn him down once for all.,225984,63323
きっぱりと彼の頼みを断りなさい。,Turn him down once and for all.,225984,1292937
きつねの尾はウサギのより長い。,The tail of a fox is longer than that of a rabbit.,225987,63326
きのうの天気は申し分なかった。,The weather was perfect yesterday.,225969,63308
きのうの火事で２００戸が全焼した。,Two hundred houses were burnt down in the fire which broke out yesterday.,225970,63309
きのうは和牛が特売だった。,Japanese beef was on sale yesterday.,225963,63302
きのう交差点でお釜を掘られちゃったよ。,Someone ploughed into me from behind at an intersection yesterday.,76787,326933
きのう図書館でビルに会った。,I saw Bill in the library yesterday.,225951,63289
きのう彼女が僕に笑いかけてくれた。,Yesterday she smiled at me.,1518085,1471045
きのう私は太郎とテニスをした。,I played tennis with Taro yesterday.,225954,63292
きのう銀座でロバートとすれ違ったよ。,Yesterday I nearly ran into Robert in Ginza.,225959,63295
きみの博識は私を驚かせる。,Your knowledge surprises me.,225912,63250
きみはマーガリンとバターを間違えたのか。,Did you mistake the margarine for butter?,225894,63232
きみは彼らに公正であらねばならない。,You must be just to them.,225883,63221
きみは英語に磨きをかけるべきだ。,You have to polish your English.,225892,63231
きゅうりのサラダが大好きなんだ。,I love cucumber salad.,8924577,8924575
きょうこそは彼らが脱走を企てる運命の日だ。,Today is the fatal day that they will attempt their escape.,225801,63139
きょうの満潮は午後３時です。,High tide is at 3 p.m. today.,225792,63130
きらきらする太陽が輝いていた。,The bright sun was shining.,225776,63114
きれいなウエイトレスが給仕してくれた。,A pretty waitress waited on us.,225749,63087
きれいなタオルは引き出しにありますよ。,The clean towels are in the drawer.,225748,63086
きれいな夕焼けだよ！,What a beautiful sunset!,9969641,36133
きれいな樹氷を見せてあげたいものです。,I wish I could show you the pretty ice on the trees.,225742,63080
きれいな水は我々の日常生活に必要だ。,Pure water is necessary to our daily life.,225740,63078
きれいな花にはとげがある。,Every rose has its thorns.,1627206,1636183
きれいに包んでいただけますか。,Can you wrap these neatly for me?,225736,63074
きわどいところで終電に間に合った。,I was just in time for the last train.,225734,63072
きわみのやつ気持ち悪いな。あらゆるものをナイフにしてる。,"That Kiwami guy sure is weird, huh? He makes knives out of everything.",10566959,10565587
ぎょうざの具のあまりは？餃子を家で作りましたが、皮が少なかったせいか、具が少し余ってしまいました。,"Gyoza stuffing? I made some gyoza at home but, possibly because I didn't have enough dough, I had some of the filling left over.",76786,326934
ぎょっとして飛び上がる。,I spring with a start.,225777,63115
ぎりぎりにならないと行動できないのなんとかしたい。,I want to do something that I can't do if I'm not pressed for time.,2664405,2665165
くぎが壁を突きぬけた。,The nail went through the wall.,993746,50546
くぎが壁を突きぬけた。,The nail pierced the wall.,993746,2660312
くぎが車のタイヤに刺さった。,A nail penetrated the car tyre.,225711,63049
くぎが車のタイヤに刺さった。,A nail punctured the tire.,225711,1223075
くじで誰が勝つか決めよう。,Let's decide the winner by lot.,225709,63046
くじで誰が勝つか決めよう。,We will vote to decide the winner.,225709,1948395
くじゃくは羽は美しいが足は汚い。,The peacock has fair feathers but foul feet.,225708,63045
くじらは長い間水に潜っていられる。,Whales can remain submerged for a long time.,225700,63038
くすぐったいよ。,It tickles.,9681621,5823190
くすぐったいよ。,That tickles.,9681621,7137565
くすぐらないで！,Don't tickle me!,9681642,2652731
くそ、家の鍵はいったいどこにあるか？,"Shit, where the fuck did I put my home keys?",628698,627799
くたくたで他に何もできないよ。,I'm too tired to do anything else.,8986254,5990288
くたくたに煮る。,Reduce to pulp by boiling.,225682,63019
くたびれた。寝るね。,I'm exhausted. I'm going to bed.,9199890,2541400
くだける波が泡を作った。,The breaking waves formed foam.,225679,63016
くだらないことを力説してしまった。,I accidentally emphasized unimportant things.,10355875,10361991
くつろいで相手を気楽にさせてあげなさい。,Be relaxed and put the other person at ease.,225651,62987
くつろげば、自信に満ちて心地もよくなります。,"If you are at ease, you are feeling confident and comfortable.",225650,62986
