Order,Component,Type
2413,着席,word
2414,どうぞご着席ください、みなさん。,sentence
2415,サポート,word
2416,彼はあなたをすすんでサポートします。,sentence
2417,禁句,word
2418,カメラマン,word
2419,あそこのあのカメラマンはどこの国の人ですか。,sentence
2420,箪,kanji
2421,笥,kanji
2422,箪笥,word
2423,タンスから探してたものが出てきた。,sentence
2424,許し,word
2425,お許しを。,sentence
2426,ウチ,sentence-component
2427,ウチからすぐそこんとこに住んでてね、スーザンって名前なんだよ？,sentence
2428,薄弱,word
2429,こいつは意志薄弱な男です。,sentence
2430,駆る,word
2431,その家に火がついたとき私は恐怖の念に駆られた。,sentence
2432,見比べる,word
2433,トムはその二人を見比べた。,sentence
2434,びくびく,word
2435,どんな俳優も劇が始まる前にはびくびくするものだ。,sentence
2436,超特急,word
2437,超特急のぞみはひかりより速く走る。,sentence
2438,鳴き声,word
2439,こんな鳴き声の鳥、オーストラリアにもいる？,sentence
2440,通俗,word
2441,通俗的,word
2442,応募者,word
2443,その職にはかなり多数の応募者があった。,sentence
2444,重なる,word
2445,いくつかのミスが重なってその事故が起こった。,sentence
2446,厄介者,word
2447,いつも面倒を起こしているのは、その家族の厄介者である。,sentence
2448,陸橋,word
2449,今時,word
2450,いまどきそんなことは子供だってしないだろう。,sentence
2451,隙間,word
2452,カーテンの隙間から光が差し込む。,sentence
2453,女子高生,word
2454,その髪型は女子高生の間ではやっている。,sentence
2455,ギョーザ,word-reading
2456,餃,kanji
2457,ぎょうざの具のあまりは？餃子を家で作りましたが、皮が少なかったせいか、具が少し余ってしまいました。,sentence
2458,餃子,word
2459,谷間,word
2460,あの人たちの小屋は谷間にある。,sentence
2461,下調べ,word
2462,下調べはしたかい。会議は２日後だよ。,sentence
2463,アンケート,word
2464,このアンケート、項目が多すぎて記入する気になれないよ。,sentence
2465,乱雑,word
2466,君の部屋は乱雑だね。,sentence
2467,先延ばし,word
2468,「もう先延ばしは、やめる時間ですよ」「後でね」,sentence
2469,仕立てる,word
2470,そのスーツはどこで仕立てたの？,sentence
2471,疹,kanji
2472,麻疹,word
2473,こないだ三日ばしかにかかりました。,sentence
2474,余談,word
2475,薪,word
2476,トムは薪を割ってるよ。,sentence
2477,便箋,word
2478,便箋をください。,sentence
2479,悪名,word
2480,この地域は大気汚染で悪名が高い。,sentence
2481,初夢,word
2482,付き添う,word
2483,ごめんなさい、付き添えないの。,sentence
2484,勾配,word
2485,この坂の勾配が大きい。,sentence
2486,ABC,sentence-component
2487,今日のＡＢＣ交響楽団の演奏は期待はずれだった。,sentence
2488,卑怯,word
2489,そんなふうに言うなんて卑怯だ。,sentence
2490,阿呆,word
2491,「久しぶりに真面目な話したね」「確かに。普段アホみたいな話しかしないもんね」,sentence
2492,厳か,word
2493,満席,word
2494,このクラスはすでに満席です。,sentence
2495,取り返す,word
2496,その本を彼から取り返した。,sentence
2497,ロースト,word
2498,口止め,word
2499,彼は、彼女の口止め料に、多くの金を払った。,sentence
2500,26,sentence-component
2501,アルファベットは２６文字で成り立っています。,sentence
2502,夜学,word
2503,立たす,word
2504,このような状況に立たされたら、あなたはどうしますか？,sentence
2505,大盛り,word
2506,ご飯は大盛りでお願いします。,sentence
2507,芒,kanji
2508,芒,word
2509,果,word
2510,マンゴー,word
2511,ほらマンゴーがたくさんなっているよ。,sentence
2512,後書き,word
2513,片足,word
2514,その鶴は片足で立っていた。,sentence
2515,がける,word-component
2516,思い掛ける,word-component
2517,思いがけない,word
2518,危害,word
2519,あなたに危害を加えることはありません。,sentence
2520,明年,word
2521,にて,word
2522,これにて終了。,sentence
2523,治まる,word
2524,この薬を飲めば痛みが少し治まりますよ。,sentence
2525,込み,word
2526,この価格は昼食代込みですか？,sentence
2527,治める,word
2528,その王がその国を治めていた。,sentence
2529,んっ,sentence-component
2530,こんな説明意味ないじゃんっ！,sentence
2531,派生,word
2532,名詞から動詞が派生していることもあれば、その逆のこともある。,sentence
2533,音痴,word
2534,あいつ、自分が音痴だってこと知らないんだよ。,sentence
2535,湿る,word
2536,ここに両手を置いて手を湿らせる。,sentence
2537,ルート,word
2538,あなたがどのルートをとっても、そこに着くのは間に合うでしょう。,sentence
2539,煮詰める,word
2540,福岡,word
2541,日曜日に福岡マラソンが行われた。,sentence
2542,粗筋,word
2543,はれる,word-reading
2544,はれるかもしれませんが気にしないでください。,sentence
2545,経度,word
2546,この線は経度を表している。,sentence
2547,ふるう,word-reading
2548,お母さん狐は、心配しながら、坊やの狐の帰ってくるのを、今か今かとふるえながら待っていましたので、坊やが来ると、暖かい胸に抱きしめて泣きたいほどよろこびました。,sentence
2549,縮まる,word
2550,オーナー,word
2551,"""ブログオーナーが承認した""はすでに例文です。",sentence
2552,脱衣,word
2553,ドッグ,word
2554,アメリカンドッグが好きです。,sentence
2555,見限る,word
2556,ジョーンは夫をさっさと見限って別れてしまった。,sentence
2557,嗅ぎ付ける,word
2558,その新聞記者はニュースを嗅ぎつける鋭い勘を持っている。,sentence
2559,軽はずみ,word
2560,公衆の面前でメアリーにキスするなんて、トムも軽はずみなことしたもんだ。,sentence
2561,温度計,word
2562,「温度計は故障しちゃったなあ…」「新しいのを買いに行ったほうがいいと思う。」,sentence
2563,錆,word
2564,この車は錆に強い。,sentence
2565,立腹,word
2566,この子供達をかまわないことに私は立腹している。,sentence
2567,雨具,word
2568,彼は雨具を用意して出かけた。,sentence
2569,30000,sentence-component
2570,この机はたった３００００円だった。,sentence
2571,霧雨,word
2572,祖父母,word
2573,ルーシーは祖父母に育てられた。,sentence
2574,乗り遅れる,word
2575,流感,word
2576,あなたは流感になりかけているか、もっと重い病気かもしれません。,sentence
2577,交ぜる,word
2578,利己的,word
2579,そんな利己的な男と交際してはいけない。,sentence
2580,仲買,word
2581,飛び立つ,word
2582,五機の飛行機が鳥のように飛び立つのを見たんだ。,sentence
2583,値切る,word
2584,彼女は値切るのがうまいんだ。,sentence
2585,出港,word
2586,その船は嵐のために、出港出来ないだろう。,sentence
2587,同類,word
2588,俺たちは同類だよ。,sentence
2589,掻き混ぜる,word
2590,まず卵を強くかき混ぜそれをスープに加えます。,sentence
2591,土足,word
2592,ここから先は、土足禁止です。,sentence
2593,付き物,word
2594,人生に事故はつきもの。,sentence
2595,塩辛い,word
2596,このスープの塩からいこと！,sentence
2597,ソーセージ,word
2598,彼はソーセージを地面に落とした。,sentence
2599,大屋,word
2600,散らかす,word
2601,お前の物をその辺りに散らかすな。,sentence
2602,寄り道,word
2603,ぶらぶら寄り道していこうよ。,sentence
2604,人工衛星,word
2605,人工衛星が軌道に向けて打ち上げられた。,sentence
2606,水の泡,word
2607,せっかくの苦労が水の泡になった。,sentence
2608,引け目,word
2609,彼の努力はすべて水の泡に帰した。,sentence
2610,郵便物,word
2611,何か拭いがたいひけ目を持った少年が、自分はひそかに選ばれた者だ、と考えるのは、当然ではあるまいか。,sentence
2612,弱虫,word
2613,あなたの郵便物を間違って開けてしまって申し訳ありません。,sentence
2614,真向かい,word
2615,おまえらはみんな弱虫だ。,sentence
2616,思い込む,word
2617,あの人たちは私たちの家の真向いの家に住んでいる。,sentence
2618,急死,word
2619,「どうした、その鼻？」「車をバックする時に後ろを確認しようとしたんだが、窓が開いてると思い込んで顔を窓にぶつけたんだ！」,sentence
2620,怪しむ,word
2621,その殺人事件は彼の急死に関係があるのかもしれない。,sentence
2622,薬缶,word
2623,私達はその食べ物のにおいを怪しみながらかいだ。,sentence
2624,恨む,word
2625,お母さん、ヤカンが沸騰してるよ。,sentence
2626,野球場,word
2627,勝っても負けても恨みっこなしだぞ。,sentence
2628,慣用,word
2629,あれが私たちの野球場です。,sentence
2630,慣用句,word
2631,これは現代英語の慣用法についての本です。,sentence
2632,引っ掻く,word
2633,どうして英語って、慣用句や句動詞がこんなに多いの？,sentence
2634,払い戻す,word
2635,彼はくぎで腕をひっかいた。,sentence
2636,取り囲む,word
2637,払い戻してください。,sentence
2638,押し売り,word
2639,トムは警察官に取り囲まれた。,sentence
2640,綿密,word
2641,その実験には綿密な観察が必要だ。,sentence
2642,更ける,word
2643,夜がすっかり更けた。,sentence
2644,命懸け,word
2645,その写真の中には命がけで撮ったものもある。,sentence
2646,月初,word-component
2647,月初め,word
2648,凍死,word
2649,その犬は凍死した。,sentence
2650,洋室,word
2651,務め,word
2652,そんなことが起こらないように気をつけるのは、君の務めだ。,sentence
2653,溶け込む,word
2654,家族はまもなく新しい環境に溶け込んだ。,sentence
2655,とんとん,word
2656,彼は戸をトントンとたたいた。,sentence
2657,生やす,word
2658,ひげを生やしているせいなのか、一見怖そうなのに、実はやさしい人だ。,sentence
2659,見頃,word
2660,上野の桜は今が見ごろだ。,sentence
2661,画数,word
2662,エーカー,word
2663,あなたの牧場は何エーカーありますか。,sentence
2664,皺,kanji
2665,皺,word
2666,このドレス、シワになりやすいのよ。,sentence
2667,エアロビクス,word
2668,エアロビクスが大流行している。,sentence
2669,省みる,word
2670,脱する,word
2671,あの会社は赤字を脱した。,sentence
2672,立札,word
2673,立て札,word
2674,瓜二つ,word
2675,あの二人は全く瓜二つだね。,sentence
2676,絶交,word
2677,そんなことするんなら、絶交だ。,sentence
2678,終,word
2679,茸,word
2680,「このキノコ食べられる？」「何だって食べられるさ、一度ならね」,sentence
2681,ぐち,word
2682,うちなーぐちの勉強はまだやってるの？,sentence
2683,著しい,word
2684,両者の間には著しい違いがある。,sentence
2685,聞き飽きる,word
2686,「ごめん、寝坊した」「また？ もうトムのごめんは聞き飽きたんだけど」「ごめんよ。メアリーだって起きれないことあるでしょ？」「ない」,sentence
2687,蛋,kanji
2688,蛋白,word
2689,蛋白質,word
2690,卵にはタンパク質が豊富に含まれているんですか？,sentence
2691,昼飯,word
2692,「トム、なんで遅れるの？」「昼飯、食ってたんだ」,sentence
2693,見習う,word
2694,どんな子供にも尊敬し見習うべき人が必要である。,sentence
2695,原子力発電所,word
2696,ここに原子力発電所があります。,sentence
2697,言い出す,word
2698,言い付ける,word
2699,あなたが彼に言いつけたって私はちっともかまわない。,sentence
2700,言い返す,word
2701,ベスは言い返しましたが、お母さんは彼女にものすごく太りすぎていると注意しました。,sentence
2702,ワイシャツ,word
2703,あなたが一番好きなワイシャツを選んでください。,sentence
2704,起き上がる,word
2705,これを見ると、彼は起き上がってでていった。,sentence
2706,片目,word
2707,その老人は片目が見えない。,sentence
2708,間借り,word
2709,彼女は私の叔母のところに間借りしている。,sentence
2710,凭れ掛かる,word
2711,その壁に、もたれかかるな。,sentence
2712,麻痺,word
2713,スミスは心臓麻痺で死んだ。,sentence
2714,平易,word
2715,このとおり平易な英語で書かれているのでその本は読みやすい。,sentence
2716,引き延ばす,word
2717,彼はその手紙の返事を引き延ばした。,sentence
2718,働かす,word
2719,その工場の労働者は製品を向上させるために熱心に働かされた。,sentence
2720,グアテマラ,word
2721,グアテマラ共和国,word
2722,温い,word
2723,このコーヒー、ぬるいね。,sentence
2724,一月,word
2725,煽,kanji
2726,煽る,word
2727,どうして、英語ができないと生き残れないなんてあおるんだ？,sentence
2728,七月,word
2729,負傷者,word
2730,負傷者たちは快方に向かっている。,sentence
2731,三人,word
2732,今家,sentence-component
2733,そのバスに乗らなかったので。私は今家にいない。,sentence
2734,30,word-component
2735,三十,word
2736,ホノルル,word
2737,その船は明日、ホノルルに向かって出航する。,sentence
2738,三月,word
2739,懐こい,word
2740,あなたって人懐っこいほう？,sentence
2741,九月,word
2742,氷点,word
2743,今日も氷点を下っております。,sentence
2744,事務局,word
2745,事務局は私の願書を受け取っていないと電報で知らせてきた。,sentence
2746,100000000,sentence-component
2747,その事業の経費は１億円にのぼる。,sentence
2748,二月,word
2749,自尊,word
2750,五月,word
2751,自尊心,word
2752,彼は自尊心が強すぎて、他人にものを尋ねることができない。,sentence
2753,五輪,word
2754,破れる,word
2755,その地図はとても古く、ところどころ破れかけていた。,sentence
2756,八月,word
2757,常食,word
2758,その動物は肉を常食としている。,sentence
2759,六月,word
2760,懇願,word
2761,彼がその薬をくれるよう懇願した。,sentence
2762,共産党,word
2763,喜んで中国共産党に入ります。,sentence
2764,欠勤,word
2765,この間の金曜日の欠勤を弁解できるからね。,sentence
2766,北京,word
2767,北京はすごい速さで変わっている。,sentence
2768,物思い,word
2769,ジャックは物思いにふけって部屋の中を行ったり来たりしていた。,sentence
2770,北朝鮮,word
2771,敵意,word
2772,その制度に対する個人的な敵意はない。,sentence
2773,11,word-component
2774,十一,word
2775,悪友,word
2776,彼は悪友と付き合っている。,sentence
2777,十一月,word
2778,くし,word-reading
2779,これは木のくしです。,sentence
2780,17,word-component
2781,十七,word
2782,擦れ違う,word
2783,今日、通りで爽やかな香りの人とすれ違った。,sentence
2784,13,word-component
2785,十三,word
2786,瞿,kanji
2787,矍,kanji
2788,攫,kanji
2789,攫う,word
2790,掠,word
2791,浚,kanji
2792,浚う,word
2793,さらう,word
2794,その子、さらわれちゃったの。,sentence
2795,19,word-component
2796,十九,word
2797,折り紙,word
2798,そのホテルはこの辺りでは最高だとの折り紙つきです。,sentence
2799,12,word-component
2800,十二,word
2801,休める,word
2802,この仕事がすんだらたっぷり休める。,sentence
2803,十二月,word
2804,鼓動,word
2805,彼女は心臓が激しく鼓動しているのを感じた。,sentence
2806,15,word-component
2807,十五,word
2808,駆け付ける,word
2809,さあ、駆けつけ三杯、威勢よくぱっといきましょう。,sentence
2810,18,word-component
2811,十八,word
2812,書き上げる,word
2813,その報告書を一気に書き上げた。,sentence
2814,14,word-component
2815,十四,word
2816,アワー,word
2817,十月,word
2818,ラッシュアワー,word
2819,もしもっと早く家を出ていたら、君はラッシュアワーにぶつからなかったのに。,sentence
2820,協定,word
2821,今度の協定を三社で承認しあった。,sentence
2822,バーゲン,word
2823,このテレビはバーゲンで買ったんだ。,sentence
2824,参院,word
2825,すき,word-reading
2826,お腹すきすぎてパソコンが食べ物に見えてきた。,sentence
2827,台湾,word
2828,台湾にいたとき私は彼と友達になった。,sentence
2829,ケンブリッジ,word
2830,あの人には前にケンブリッジであった覚えがあります。,sentence
2831,同市,word
2832,気質,word
2833,そんないい加減なことはわしの職人気質が許さない。,sentence
2834,同日,word
2835,恰も,word
2836,あたかも永遠を傷つけることがないかのごとく暇をつぶしているが・・・。,sentence
2837,告別,word
2838,戸外,word
2839,その日は戸外で過ごした。,sentence
2840,問い合わせ,word
2841,その本は届いたかと彼から問い合わせの手紙が来た。,sentence
2842,大理,sentence-component
2843,喪主,word
2844,大理,word-component
2845,大理石,word
2846,あの子の手、大理石のように冷たかったわ。,sentence
2847,40,word-component
2848,四十,word
2849,蜜柑,word
2850,そのみかんは中が腐っているようだ。,sentence
2851,四月,word
2852,一介,word
2853,一介の学生にすぎないので、私は結婚する余裕がない。,sentence
2854,安保,word
2855,評する,word
2856,公平に評すれば、彼はいい奴だ。,sentence
2857,投手,word
2858,あの投手とはどうも相性がよくない。,sentence
2859,フロリダ,word
2860,ジョンはフロリダ、そして奥さんはカリフォルニア出身だ。,sentence
2861,新党,word
2862,フェリー,word
2863,その川にはフェリーの便がある。,sentence
2864,時事,word
2865,どういった時事が公務員試験で出題されるのか。,sentence
2866,原子爆弾,word
2867,原子爆弾は人類をおびやかすものだ。,sentence
2868,欧州,word
2869,欧州の辺り旅行した。,sentence
2870,怪我人,word
2871,けが人はでなかった。,sentence
2872,決まって,word
2873,マット,word
2874,このわらのマット（日本語で畳）は、もはや手で作られない。,sentence
2875,法案,word
2876,オーケストラ,word
2877,これはオーケストラの５回目の演奏会です。,sentence
2878,湾岸,word
2879,湾岸戦争についてどう思いますか。,sentence
2880,欠,word
2881,あとちょっとで自宅ってところで、ガス欠になったんだ。,sentence
2882,献金,word
2883,逃げ去る,word
2884,どろぼうは犬がほえるのをきくと、逃げ去った。,sentence
2885,社会党,word
2886,うつす,word-reading
2887,トムはメアリーに風邪をうつされた。,sentence
2888,総選挙,word
2889,この秋には総選挙があるという噂です。,sentence
2890,駆け込む,word
2891,その依頼人は事務所へかけこんだ。,sentence
2892,自民,word
2893,為出かす,word
2894,なにか馬鹿なことをしでかさないうちに彼を探し出しておかなくてはいけない。,sentence
2895,自民党,word
2896,小泉が与党自民党の新総裁に選出された。,sentence
2897,嚬,kanji
2898,嚬,word-component
2899,顰,kanji
2900,顰める,word
2901,彼は当惑して顔をしかめた。,sentence
2902,ひそめる,word
2903,なぜ彼女が彼に眉をひそめたのか分からなかった。,sentence
2904,葬儀,word
2905,彼女は葬儀に参加するだけでなく、すべての段取りをつけなくてはならない。,sentence
2906,実業界,word
2907,もしこの提案が実施されれば、実業界は相当影響を受けるであろう。,sentence
2908,融資,word
2909,半年後に銀行融資を受けたいのだが、今から何を準備すればいいのか？,sentence
2910,説き伏せる,word
2911,あの男を説き伏せようとするのは、オオカミに道理を説いて聞かせるようなものだ。,sentence
2912,衆院,word
2913,憲法の規定に従い衆院の議決が参院に優越する。,sentence
2914,捻挫,word
2915,この程度の捻挫なら、１週間程で治るでしょう。,sentence
2916,見直し,word
2917,見直しをしようじゃないか。,sentence
2918,支え,word
2919,また一方で、若者たちは仏教に触れる中で、仏教を心の支えに必要なものと考え始めているようだ。,sentence
2920,つかえる,word
2921,このキップはこのバスでつかえますか。,sentence
2922,連立,word
2923,新しい連立政府はこの難局を乗り切ろうとしています。,sentence
2924,パンチ,word
2925,あごにパンチを受けて私はひざをついた。,sentence
2926,選手権,word
2927,その選手は選手権大会で連続して３度優勝した。,sentence
2928,赤信号,word
2929,それは実業人にとって一つの赤信号になる。,sentence
2930,長官,word
2931,引け,word
2932,ここに直線を引け。,sentence
2933,関係者,word
2934,しかし、誰もが、宗教関係者でさえも、その競技に強い興味を抱いていたので、長くはうまくいかなかったのです。,sentence
2935,王位,word
2936,彼は王位を継ぐだろう。,sentence
2937,上がったり,word
2938,あの男ももう上がったりだ。,sentence
2939,帯びる,word
2940,その問題は新しい性格を帯び始めた。,sentence
2941,与野党,word
2942,放り出す,word
2943,お前たち騒がしい子供たちは運転手さんにほうり出されるよ。,sentence
2944,両党,word
2945,聞き入る,word
2946,子供達は私が話をしていたとき熱心に聞き入っていた。,sentence
2947,主席,word
2948,コレクション,word
2949,トムはメアリーに、自分の切手コレクションを見せた。,sentence
2950,事実上,word
2951,この場合は、翻訳は事実上不可能だ。,sentence
2952,思案,word
2953,彼は思案に暮れている。,sentence
2954,200,word-component
2955,二百,word
2956,啣,kanji
2957,啣,word-component
2958,選る,word
2959,僕は、君ほど彼女の好意はえられそうにない。,sentence
2960,銜,kanji
2961,銜える,word
2962,くわえる,word
2963,その犬は肉を一切れくわえていた。,sentence
2964,今季,word
2965,公用,word
2966,彼は公用でパリへ行っている。,sentence
2967,会館,word
2968,その日に限って子供たちは会館に入ることを許される。,sentence
2969,失明,word
2970,「目の手術とか怖い」「そんなこと言ってる場合じゃないでしょ。このままじゃ失明するかもしれないんだよ」,sentence
2971,停戦,word
2972,この停戦が世界平和に役立つことを私達はみな望んでいる。,sentence
2973,ショパン,word
2974,ショパンでも弾いてよ。,sentence
2975,党内,word
2976,捩,kanji
2977,捩る,word
2978,その取っ手を右にねじると箱は開きます。,sentence
2979,党首,word
2980,我が党の党首は他の党首達と会見し、その問題について話をした。,sentence
2981,ホットドッグ,word
2982,スコット君！お昼はホットドッグにしてね。,sentence
2983,全日,word
2984,全日はそのことを考えてきた。,sentence
2985,一所,word
2986,公明党,word
2987,一所懸命,word
2988,あなたが一所懸命働くことが必要だ。,sentence
2989,60,word-component
2990,六十,word
2991,下り坂,word
2992,丘は川のほうまで下り坂になっています。,sentence
2993,共同体,word
2994,この共同体においても変化への刺激が一連の変化を示していた点に注目してみよう。,sentence
2995,メロディー,word
2996,このメロディーは多くの日本人に知られている。,sentence
2997,利,word
2998,あそこの食べ物はうまいし値段も安いが、地の利が悪いのが難点だね。,sentence
2999,フルート,word
3000,もし火事が起きたら、私はフルートをもって逃げるだろう。,sentence
3001,副社長,word
3002,副社長によると、会社はいまだに外国の会社から契約をもらっていない。,sentence
3003,引っ繰り返す,word
3004,その猫は魚を食べようと魚の入った缶をひっくり返した。,sentence
3005,北方,word
3006,北海道は仙台の北方にある。,sentence
3007,タフ,word
3008,タフだなあ。,sentence
3009,博,word
3010,「博、君の気持ちは分かるよ」とマイクが言います。,sentence
3011,シャボン,word
3012,シャボン玉が割れちゃったよ。,sentence
3013,厚生省,word
3014,サーフィン,word
3015,そこで夏休みを過ごし、その間サーフィンを楽しんだ。,sentence
3016,双方,word
3017,その争いの後、双方に多数の死者が出た。,sentence
3018,エレン,sentence-component
3019,あなたはエレンより若かったですか。,sentence
3020,同党,word
3021,陰口,word
3022,だれか人に、言い分があったら、陰口をいわないで、その人に面と向かっていいなさい。,sentence
3023,同国,word
3024,1970,sentence-component
3025,この学校は１９７０年に創立された。,sentence
3026,同省,word
3027,仕付け,word
3028,その子供はしつけがまったくなっていなかった。,sentence
3029,同県,word
3030,総計,word
3031,お金はほぼ総計２０００ドルになる。,sentence
3032,周年,word
3033,トムとメアリーは交際一周年を記念して、ロマンチックなディナーをとった。,sentence
3034,我楽多,word
3035,このガラクタは火に燃やしなさい。,sentence
3036,喚問,word
3037,死んだ父が残した骨董類は、どれも二足三文のガラクタに過ぎなかった。,sentence
3038,維納,word
3039,ウィーン,word
3040,「ウィーンまでは歩いてどのくらいかかりますか」、と彼はたずねた。,sentence
3041,回戦,word
3042,我がチームは一回戦で負けた。,sentence
3043,リー,sentence-component
3044,「ええ、わかったわ」とリー夫人が言う。,sentence
3045,国会議員,word
3046,その国会議員は陰謀のニュースを発表した。そして、ためらうことなく、その陰謀にたいする徹底した対抗処置をとった。,sentence
3047,原,word
3048,なるほどその計画は難しい仕事だが、原さんならやってのけるだろう。,sentence
3049,地検,word
3050,吐き気,word
3051,なんだかめまいと吐き気がします。,sentence
3052,地裁,word
3053,必要事項,word
3054,あなたはただこの用紙に必要事項を記入すればよい。,sentence
3055,基金,word
3056,そのお金は学校図書館の本を購入するための特別な基金に入れられた。,sentence
3057,震災,word
3058,変わった,word
3059,1945,sentence-component
3060,戦争は１９４５年に終わった。,sentence
3061,夕,word
3062,朝は四本足、昼は二本足、夕は三本足で歩くものは何か？,sentence
3063,直子,sentence-component
3064,直子さんはあの白い家に住んでいます。,sentence
3065,太平洋,word
3066,その祭りは南太平洋の島から来たものだと信じられている。,sentence
3067,豪雨,word
3068,その試合は、豪雨のため中止となった。,sentence
3069,安全保障,word
3070,各人,word
3071,会員は各人発言をもとめられた。,sentence
3072,官房,word
3073,官房長官,word
3074,自転,word
3075,お前の自転車って、俺のと似てるんだよ。,sentence
3076,定数,word
3077,草臥れる,word
3078,くたびれた。寝るね。,sentence
3079,審査,word
3080,「じゃあ、チェックしちゃいますね」「審査宜しく。頑張ったつもりだぜ」,sentence
3081,本質的,word
3082,いかなる政党も本質的に保守的である。,sentence
3083,選挙区,word
3084,小選挙区,word
3085,喙,kanji
3086,喙,word
3087,觜,kanji
3088,觜,word
3089,嘴,kanji
3090,嘴,word
3091,はし,word
3092,このことは、はしや指を使う人々がフォークを使う人々の２倍いることを意味している。,sentence
3093,局長,word
3094,局長は、現地の朝日の記者を現場に行かせようとしていた。,sentence
3095,栓,word
3096,お前が浴槽の栓を抜いたから、水が減ったんだよ。,sentence
3097,常務,word
3098,明,word
3099,それらは明赤色だ！,sentence
3100,当面,word
3101,そのプロジェクトはよく計画されていて興味深いが、当面の利益には大した結果をもたらさないと見られている。,sentence
3102,手触り,word
3103,このタオルは手ざわりが悪い。,sentence
3104,役員,word
3105,その会議は十二人の役員で成り立っている。,sentence
3106,ビーフ,word
3107,もう少しビーフをいかがですか。,sentence
3108,戦略,word
3109,その会社の急速な成長はその独特な戦略によるものだった。,sentence
3110,此の方,word
3111,このかたが昨晩私がお話ししたお医者さんです。,sentence
3112,撤退,word
3113,敗北した軍はその国から撤退した。,sentence
3114,満室,word
3115,ある週末、町のホテルはどこも満室になっていました。,sentence
3116,新生,word
3117,生まれ変わる,word
3118,もしも私が生まれ変わるなら、鳥になりたい。,sentence
3119,方式,word
3120,われわれの政策や方式は旧式になりかかっているから、改正する必要がある。だが、危機の去らないうちに変えるのは危険だろう。,sentence
3121,ワールド,word
3122,「九州にあった、あの宇宙をテーマにしたテーマパーク、なんていう名前だったけ？」「あっ。スペースワールドね」「あれって、どうなったの？」「数年前につぶれたよ」,sentence
3123,暴力団,word
3124,住民の運動で暴力団を町から追放した。,sentence
3125,異存,word
3126,ご決定に異存はございません。,sentence
3127,朝鮮,word
3128,朝鮮半島を訪れたことがありますか。,sentence
3129,工,word
3130,家具工場で、家具工をしています。,sentence
3131,朝鮮民主主義人民共和国,word
3132,狩猟,word
3133,この地域では狩猟は禁止されている。,sentence
3134,本会議,word
3135,ポップス,word
3136,これが彼女がポップス歌手として成功した理由です。,sentence
3137,本塁,word
3138,本塁打,word
3139,ジュリー,word
3140,ジュリー、衣服に金を浪費しないで、貯金をしなさい。,sentence
3141,東北,word
3142,台風は東北地方を横断するかもしれない。,sentence
3143,心待ち,word
3144,あなたからの便りを何週間も心待ちにしていました。,sentence
3145,東海,word
3146,東海銀行の支店に口座を持ってません。,sentence
3147,歯茎,word
3148,歯を磨くと、歯ぐきから出血しますか？,sentence
3149,査察,word
3150,朝鮮は国際原子力委員会の査察を受け入れた。,sentence
3151,凍える,word
3152,その夜はとても寒かったので、帰ってきた時は凍えそうになっていた。,sentence
3153,次官,word
3154,その次官は政界のボスたちのおかげで地位に留まることができた。,sentence
3155,オゾン,word
3156,私たちはオゾンを破壊する化学物質の使用をただちにやめなければならないのです。,sentence
3157,残った分,word
3158,ケーブル,word
3159,このカバーの下に、全ての通信ケーブルが通されています。,sentence
3160,民社,word-component
3161,民社党,word
3162,洗車,word
3163,あなたは、ひと月にどのくらい洗車しますか。,sentence
3164,消費税,word
3165,ほとんどの物やサービスの購入に対しては５％の消費税がかかる。,sentence
3166,佐知子,sentence-component
3167,佐知子さんと付き合っているの？,sentence
3168,減税,word
3169,彼は減税を唱えた。,sentence
3170,禁煙席,word
3171,お客様、こちらは禁煙席となっております。,sentence
3172,疑惑,word
3173,この種の事件はよく疑惑を生む。,sentence
3174,運転中,sentence-component
3175,その言葉で彼に対する疑惑はさらに強まった。,sentence
3176,警,word-component
3177,その機械は今運転中だ。,sentence
3178,県警,word
3179,テープレコーダー,word
3180,このテープレコーダーは修理が必要だ。,sentence
3181,知らん顔,word
3182,モーツァルト,word
3183,モーツァルトがこの世を去ってから２００年になる。,sentence
3184,税制,word
3185,わが国の税制にはいまだに一貫した哲学がない。,sentence
3186,ダウン,word
3187,YouTubeがダウンしてるんだよ。,sentence
3188,総務,word
3189,微風,word
3190,ここでは心地よいそよ風が吹いている。,sentence
3191,総長,word
3192,インドネシア,word
3193,その船は原料をインドネシアから輸送している。,sentence
3194,総額,word
3195,その総額は１０ドルになった。,sentence
3196,ドーナツ,word
3197,1ダースのドーナッツを買いたいです。,sentence
3198,自治体,word
3199,自治体はゴミ処理問題に頭を抱えている。,sentence
3200,モーター,word
3201,この機械は小さいモーターで動いている。,sentence
3202,若手,word
3203,その歌手は若手にとても人気がある。,sentence
3204,雌鳥,word
3205,このめんどりはこの頃全然卵を産まない。,sentence
3206,蔵相,word
3207,ミラー,word
3208,これはミラー氏の最新の著書ですが、これが最後のものでないことを望みます。,sentence
3209,西側,word
3210,この公園の西側に近いところは、道路の騒音も大きいが、奥にはいるともう聞こえない。,sentence
3211,ケチャップ,word
3212,ケチャップ を渡して。,sentence
3213,証人,word
3214,あなたがたこそわたしが言ったことの証人です。,sentence
3215,メーキング,word
3216,証人を月曜日に喚問するよう提案します。,sentence
3217,議席,word
3218,与党は５時現在で５０議席確保している。,sentence
3219,ベッドメーキング,word
3220,ここでは自分でベッドメイキングをして下さい。,sentence
3221,連盟,word
3222,スポット,word
