Order,Component,Type
1733,死亡,word
1734,この男性は死亡しています。,sentence
1735,レポート,word
1736,あなたはいつそのレポートを書き終えたのですか。,sentence
1737,貢,kanji
1738,残す,word
1739,お金をいくらか残しておきなさい。,sentence
1740,癖,kanji
1741,癖,word
1742,「何の話してるの？」「分かってるくせに」,sentence
1743,軒,kanji
1744,油,word
1745,お前どこで油を売っていたんだ。,sentence
1746,段々,word
1747,あの絵がだんだん好きになってきている。,sentence
1748,辱,kanji
1749,治安,word
1750,それは治安の問題です。,sentence
1751,何時間,word
1752,あと何時間で到着しますか。,sentence
1753,法廷,word
1754,トラック,word
1755,このトラックは修理が必要である。,sentence
1756,逐,kanji
1757,法的,word
1758,大嫌い,word
1759,「あなたの事なんて大っ嫌い！」「俺もさ！」,sentence
1760,乕,kanji
1761,逓,kanji
1762,波,word
1763,ここから波の音が聞こえる。,sentence
1764,牡,kanji
1765,牡丹,word
1766,牡丹が大好きなの。,sentence
1767,鈕,kanji
1768,鈕,word
1769,ボタン,word
1770,あなたのドレス、とても素敵ね。ここに「いいね！」ボタンがあればいいのに。,sentence
1771,逝,kanji
1772,注文,word
1773,あとで注文します。,sentence
1774,辞める,word
1775,「あなたが仕事を辞めたって聞いたんだけど」「本当はクビになったんだよ」,sentence
1776,酌,kanji
1777,躍,kanji
1778,活躍,word
1779,仕事でご活躍ですね。,sentence
1780,留める,word
1781,この事実を心に留めておいて下さい。,sentence
1782,酎,kanji
1783,海上,word
1784,たくさんの船が海上を走っている。,sentence
1785,紅茶,word
1786,あなたはお茶が好きですか、それとも紅茶が好きですか。,sentence
1787,釜,kanji
1788,海軍,word
1789,父は海軍にいた。,sentence
1790,まあ,word
1791,「まぁ、たくさんの花だこと」「花が大好きでね」,sentence
1792,陣,kanji
1793,港,word
1794,あの船はこの港から外国に行きます。,sentence
1795,熱い,word
1796,「見せてくれるんなら、笑わないって約束するよ」「絶対に嘘。そういう人に限って笑うんだから。あっちいって」,sentence
1797,陥,kanji
1798,源,word
1799,この仕事が私の収入源です。,sentence
1800,ナンシー,sentence-component
1801,あなたはどこでナンシーを見かけましたか。,sentence
1802,飢,kanji
1803,演劇,word
1804,他のどんな職業よりも演劇が彼女の性に合っている。,sentence
1805,吊,kanji
1806,吊れる,word-component
1807,つれる,word
1808,その事故に直接関係のある人をつれてきなさい。,sentence
1809,火山,word
1810,われわれは、いわば、火山の上に座っているようなものだった。,sentence
1811,解ける,word
1812,あなたにこの問題が解けますか?,sentence
1813,乾,kanji
1814,無職,word
1815,無職なの？,sentence
1816,ては,word
1817,「彼に会わなくては」「なぜ？」,sentence
1818,亀,kanji
1819,爆,kanji
1820,爆発,word
1821,かなりの人が爆発で亡くなった。,sentence
1822,雇う,word
1823,あなたは彼を雇うことができる。,sentence
1824,偏,kanji
1825,物資,word
1826,それは物資を直接交換する制度である。,sentence
1827,微笑む,word
1828,あなたに微笑んでいるのは誰ですか？,sentence
1829,偵,kanji
1830,特殊,word
1831,特殊能力があるかどうかは分かりませんが、普通の人間以上の力はあった事でしょう。,sentence
1832,量,word
1833,しかしながら、利用する風の量は場所や季節によって異なる。,sentence
1834,偽,kanji
1835,犯行,word
1836,刑事が犯行現場に到着した。,sentence
1837,毎,word
1838,この小説は読むたびごとに実におもしろいと思う。,sentence
1839,剰,kanji
1840,獲,kanji
1841,獲得,word
1842,彼の音楽は海外で大変な人気を獲得した。,sentence
1843,挨拶,word
1844,あなたの言語では朝どんな挨拶をしますか？,sentence
1845,勘,kanji
1846,玉,word
1847,「南瓜は、何玉欲しい？」「３玉、お願いします」,sentence
1848,球,word
1849,愚,kanji
1850,愚か,word
1851,ああ、何と愚かだったんだろう、と彼は言った。,sentence
1852,唾,kanji
1853,生物,word
1854,これは生物の学習法としてはあまりよくないと思う。,sentence
1855,まい,word
1856,あいつが来ようが来まいが、俺には関係ない。,sentence
1857,啓,kanji
1858,申し込み,word
1859,われわれの広告に対してたくさんの申し込みがあった。,sentence
1860,チーズ,word
1861,このケーキはチーズの味がする。,sentence
1862,匃,kanji
1863,曷,kanji
1864,喝,kanji
1865,画面,word
1866,映画の画面がよく見えません。,sentence
1867,稼ぐ,word
1868,「トムがどれだけお金を稼いでいるか知ってる？」「私が知るわけないでしょう。」,sentence
1869,執,kanji
1870,畑,word
1871,ここは昔、畑だった。,sentence
1872,チケット,word
1873,あなたのためにコンサートのチケットを買ってあげよう。,sentence
1874,培,kanji
1875,症状,word
1876,あなたくらいの年齢の人によくある症状です。,sentence
1877,庫,word
1878,埼,kanji
1879,発想,word
1880,アイス,word
1881,あんなにたくさんアイス食べちゃ駄目だったんだよ。,sentence
1882,堆,kanji
1883,発見,word
1884,「発明する」を意味するとき「発見する」を使ってはならない。,sentence
1885,焼く,word
1886,このお肉をもうすこし焼いてくださいませんか。,sentence
1887,白人,word
1888,容疑者は白人の女性だ。,sentence
1889,大声,word
1890,あなたはそんな大声で話す必要はない。,sentence
1891,白書,word
1892,経済白書を読んでから、我が国の財政状態が正しくわかってきた。,sentence
1893,がっかり,word
1894,あなたがお出でになれない事を聞いてがっかりしました。,sentence
1895,尉,kanji
1896,直,word
1897,あなたはじきに英語が話せるようになるだろう。,sentence
1898,結婚式,word
1899,あなたが彼女の結婚式について何も知らないとは不思議だ。,sentence
1900,崇,kanji
1901,看護,word
1902,娘は私たちの看護にもかかわらず少しも良くないのです。,sentence
1903,婦,word
1904,看護婦,word
1905,あなたは本当の看護婦さんなの？,sentence
1906,到頭,word
1907,あいつは、とうとう切れた。,sentence
1908,崎,kanji
1909,県,word
1910,まだ解決していないのか？県と国のどちらが責任？,sentence
1911,県立,word
1912,戍,kanji
1913,蔑,kanji
1914,軽蔑,word
1915,あなたが義務を果たさなければ、人々はあなたを軽蔑するだろう。,sentence
1916,厓,kanji
1917,崖,kanji
1918,舜,kanji
1919,瞬,kanji
1920,瞬間,word
1921,この瞬間は歴史に記録されるだろう。,sentence
1922,増し,word
1923,あんたと結婚するくらいなら死んだ方がましよ！,sentence
1924,庶,kanji
1925,知人,word
1926,仕事上の知人はこの電話番号を知っている。,sentence
1927,1000,sentence-component
1928,「それはいくらかかりましたか」「千円かかりました」,sentence
1929,庸,kanji
1930,知識,word
1931,あの人には知識も経験もある。,sentence
1932,ローマ,word
1933,いつローマに行ったんですか。,sentence
1934,彩,kanji
1935,短期,word
1936,粗,kanji
1937,粗い,word
1938,略,word
1939,これは何の略ですか？,sentence
1940,ほぼ,word
1941,この木はあの木とほぼ同じ高さだ。,sentence
1942,彫,kanji
1943,確立,word
1944,世界平和を確立するために全力を尽くすべきである。,sentence
1945,お喋り,word
1946,おしゃべりだということは別にして、私は彼が好きだ。,sentence
1947,悠,kanji
1948,移動,word
1949,その地域では人、物、金、すべて国境を越えて移動することができる。,sentence
1950,悼,kanji
1951,移転,word
1952,含む,word
1953,この本は中に４０枚の写真を含む。,sentence
1954,惜,kanji
1955,穴,word
1956,おまえはケツの穴の小さい男だな。,sentence
1957,大した,word
1958,ああいう風ではたいした者になれまい。,sentence
1959,惧,kanji
1960,空間,word
1961,ここには、勉強する空間がない。自分の部屋があるといいのになあ。,sentence
1962,祭,word
1963,あなたがたの学校祭はいつですか。,sentence
1964,惨,kanji
1965,窓口,word
1966,予約はどの窓口でできますか。,sentence
1967,名付ける,word
1968,あの子は母親の名をとってケイトと名づけられました。,sentence
1969,戚,kanji
1970,立候補,word
1971,アン,sentence-component
1972,「失礼ですが」とアンが話に割って入った。,sentence
1973,据,kanji
1974,立法,word
1975,振る舞う,word
1976,ここでは自由に振る舞っていいですよ。,sentence
1977,捻,kanji
1978,竹,word
1979,願い,word
1980,とうとう私の願いが実現した。,sentence
1981,御願い,word
1982,「お願い」って言えよ。,sentence
1983,排,kanji
1984,笑い,word
1985,「助けて」といふ声が聞えるのです。私は笑つてゐました。,sentence
1986,兎に角,word
1987,お願い、とにかく聞いてよ。,sentence
1988,掘,kanji
1989,笑顔,word
1990,あなた達の笑顔が大好きよ。,sentence
1991,バター,word
1992,お金を持っていた人はバターを買うことができた。,sentence
1993,控,kanji
1994,答弁,word
1995,トイレ,word
1996,「ちょっとトイレ行ってきていい？」「いいよ。じゃあここで待ってるね」,sentence
1997,掲,kanji
1998,素材,word
1999,この上着はどんな素材で出来ているのですか。,sentence
2000,ポケット,word
2001,お金はポケットの中にしまって。,sentence
2002,細胞,word
2003,動物の体は細胞でできている。,sentence
2004,爪(⺤),kanji-variant
2005,䍃,kanji
2006,遥,kanji
2007,遥か,word
2008,この方が２つのうちではるかによい。,sentence
2009,斎,kanji
2010,経済的,word
2011,その新しい国は日本の経済的影響を受けている。,sentence
2012,冷蔵,word
2013,斜,kanji
2014,統治,word
2015,その島はかつてフランスに統治されていた。,sentence
2016,アパート,word
2017,いいアパートね。,sentence
2018,旋,kanji
2019,統計,word
2020,その統計の結果はそのうちに発表されるだろう。,sentence
2021,別れる,word
2022,お別れして以来２年たちました。,sentence
2023,曹,kanji
2024,線,word
2025,あなたの乗る電車は１０番線から出ます。,sentence
2026,誘,kanji
2027,誘う,word
2028,うちに彼を誘った。,sentence
2029,梗,kanji
2030,署名,word
2031,こちらにご署名いただけますか？,sentence
2032,替える,word
2033,お花の水を替えましょう。,sentence
2034,壳,kanji
2035,殻,kanji
2036,羽根,word
2037,この鳥には大きな羽があるので、たいへん速く飛べる。,sentence
2038,羽,word
2039,一生懸命頑張ってどうにかもう１羽折ることができた。,sentence
2040,狭い,word
2041,「あの狭い部屋に３０ドルはあんまりだ」と彼は思いました。,sentence
2042,涯,kanji
2043,翌日,word
2044,その生徒たちは翌日までにレポートを提出するよう言われた。,sentence
2045,銃,kanji
2046,銃,word
2047,お前の銃を置いて。,sentence
2048,涼,kanji
2049,聞かす,word
2050,そのことについてできるだけ話を聞かしてください。,sentence
2051,途端,word
2052,しかしながら、駅の状況を見た途端に、私はこの決定を後悔し始めた。,sentence
2053,淑,kanji
2054,肝,word
2055,駐,kanji
2056,駐車,word
2057,あなたはここに駐車してはいけない。,sentence
2058,淡,kanji
2059,腰,kanji
2060,腰,word
2061,ずっとパソコンの前に座ってたから腰が痛いよ。,sentence
2062,何事,word
2063,この古い村では何事も起こらない。,sentence
2064,淫,kanji
2065,自動,word
2066,これは自動ドアです。,sentence
2067,軽い,word
2068,あいつ、ほんと口が軽いからな。,sentence
2069,忝,kanji
2070,その物質は水に浮かぶほど軽い。,sentence
2071,添,kanji
2072,葉,word
2073,この二枚の葉は似ている。,sentence
2074,デート,word
2075,これってデートなの？,sentence
2076,渇,kanji
2077,著書,word
2078,彼女は自分の著書の中で、彼の支援に感謝の言葉を述べた。,sentence
2079,人前,word
2080,あなたはすぐに人前で話すことになれますよ。,sentence
2081,渋,kanji
2082,衝,kanji
2083,衝突,word
2084,かつて宗教と科学のあいだに大きな衝突があった。,sentence
2085,ピザ,word
2086,お父さんね、ピザが大好きなの。,sentence
2087,渓,kanji
2088,表面,word
2089,地球の表面の４分の３は水です。,sentence
2090,固い,word
2091,このベッドは堅くて眠れない。,sentence
2092,爽,kanji
2093,裁判所,word
2094,その事件は最高裁判所で解決された。,sentence
2095,其々,word
2096,この子供たちにそれぞれ３個ずつあげなさい。,sentence
2097,孟,kanji
2098,猛,kanji
2099,製作,word
2100,この工場では自動車の部品を製作している。,sentence
2101,詰める,word
2102,「少し詰めていただけませんか。」　「あ、ごめんなさい。こんなに場所をとっていたなんて気付きませんでした。」,sentence
2103,見詰める,word
2104,あなたが見つめていては、勉強できないよ。,sentence
2105,几,kanji
2106,几(⺇),kanji-variant
2107,鼡,kanji
2108,猟,kanji
2109,要望,word
2110,ご要望にお応えできずに申しわけありません。,sentence
2111,ノート,word
2112,「私のノートはどこにありますか」「それはイスの上です」,sentence
2113,瓶,kanji
2114,要素,word
2115,これは主要な決定要素が存在していない興味深い例である。,sentence
2116,玩具,word
2117,あのおもちゃは木で作られている。,sentence
2118,痕,kanji
2119,視点,word
2120,これは十分根拠のある視点だ。,sentence
2121,込める,word
2122,彼は私に心をこめて迎えてくれた。,sentence
2123,眺,kanji
2124,観客,word
2125,予想以上に多くの観客が来ていました。,sentence
2126,通じる,word
2127,あなたの英語は人に通じますか。,sentence
2128,窒,kanji
2129,解体,word
2130,利口,word
2131,うちでは皆彼が世界で一番利口な犬だと思っている。,sentence
2132,符,kanji
2133,解消,word
2134,これで赤字が解消されるんではないでしょうか。,sentence
2135,今頃,word
2136,あすの今ごろ君は何をしているだろう。,sentence
2137,粒,kanji
2138,解説,word
2139,あなたの解説、好きだよ。,sentence
2140,立ち上がる,word
2141,その人たちは立ち上がって、歌いはじめました。,sentence
2142,計算,word
2143,ぼくは計算のどこかで間違ってしまった。,sentence
2144,たずねる,word-reading
2145,「以前にどこかで会ったことがありませんか」とその学生はたずねた。,sentence
2146,粘,kanji
2147,憶,kanji
2148,記憶,word
2149,あなたは私の助言を記憶していなければならない。,sentence
2150,ねえ,word
2151,「ねぇこれ、美味しいと思わない？どうしてだと思う？」「お前が作ったからって言ってほしんだろう」「その通り！」,sentence
2152,粛,kanji
2153,設定,word
2154,交渉の場を設定せねばならない。,sentence
2155,触,kanji
2156,触れる,word
2157,あの青いボタンに触れてはいけない。,sentence
2158,累,kanji
2159,証拠,word
2160,そうでないという証拠はない。,sentence
2161,感,word
2162,彼女は第六感でそれが分かった。,sentence
2163,紳,kanji
2164,試み,word
2165,この試みは失敗に終わった。,sentence
2166,動かす,word
2167,あなたの車を動かしてもいいですか。,sentence
2168,紹,kanji
2169,説得,word
2170,その少年を説得しようとしても無駄だ。,sentence
2171,放す,word
2172,こういう場合には妥協するよりほかし方がない。,sentence
2173,放し,word
2174,あなたの赤ちゃんを泣かせっぱなしにしておくな。,sentence
2175,紺,kanji
2176,読者,word
2177,ある本が読者の興味を引かないからといって、その原因がその本にあるということにはならない。,sentence
2178,疑う,word
2179,そんな噂が正確かどうか疑う人もあるだろう。,sentence
2180,羞,kanji
2181,調印,word
2182,その条件は日本、ドイツ、イギリス、アメリカの間で調印された。,sentence
2183,相,word
2184,あいつめ明日こそ痛い目にあわせてくれる。,sentence
2185,脚,kanji
2186,論文,word
2187,あなたは、来週の土曜日までに論文を提出すべきです。,sentence
2188,バッグ,word
2189,あなたのバッグを運ばせてください。,sentence
2190,財産,word
2191,おじは一財産をつくった。,sentence
2192,何回,word
2193,「ここのバスは１時間に何回くらい出るのですか」「３０分ごとに出ます」,sentence
2194,舶,kanji
2195,貯金,word
2196,そのお金は夏の旅行のために貯金しておこう。,sentence
2197,儀,kanji
2198,礼儀,word
2199,あの看護婦さんはとてもやさしくて礼儀正しいです。,sentence
2200,舷,kanji
2201,貴重,word
2202,あれは貴重な経験だった。,sentence
2203,うん,word
2204,「うんうん」彼は言った。,sentence
2205,匊,kanji
2206,菊,kanji
2207,賃金,word
2208,われわれの会社は賃金が低い。,sentence
2209,お話し,word
2210,あとは明日お話しします。,sentence
2211,囷,kanji
2212,菌,kanji
2213,賞金,word
2214,その事件に関する情報には賞金が出されている。,sentence
2215,クッキー,word
2216,「僕のクッキーは？」「ごめん、全部食べちゃった」,sentence
2217,菓,kanji
2218,質,word
2219,あなたの時計は私のより質の点で優れている。,sentence
2220,からかう,word
2221,お前と違って、俺は人前で人をからかったりはしない。,sentence
2222,萎,kanji
2223,趣,kanji
2224,趣旨,word
2225,医者は私の父がまもなくよくなるだろうという趣旨のことを言った。,sentence
2226,煩,kanji
2227,煩い,word
2228,ああ分かる。ほんと親って何かとうるさいよね。,sentence
2229,葛,kanji
2230,車両,word
2231,トムは警察車両を盗んだ。,sentence
2232,思い付く,word
2233,あ、いいこと思いついた。,sentence
2234,蛇,kanji
2235,軍縮,word
2236,我々は軍縮に関して彼らと意見が一致したいと望んでいる。,sentence
2237,彼氏,word
2238,「ねえメアリー」「なに？」「メアリーって彼氏いるの？」「なんで？」,sentence
2239,蛍,kanji
2240,辞職,word
2241,スミスが選ばれたら、彼は辞職をすると言った。,sentence
2242,其方,word
2243,「そちらの天気はいかがですか」「晴れています」,sentence
2244,袋,kanji
2245,農協,word
2246,下ろす,word
2247,あの建物の前で降ろしてください。,sentence
2248,豚,kanji
2249,農村,word
2250,賢明,word
2251,あなたが彼女と別れるのは賢明である。,sentence
2252,貪,kanji
2253,農民,word
2254,私は貧しい農民に過ぎない。,sentence
2255,取り戻す,word
2256,あの犬からどうやってボールを取り戻せるだろうか。,sentence
2257,赦,kanji
2258,返済,word
2259,偶々,word
2260,ある日、たまたま私は彼の家の前を通った。,sentence
2261,退職,word
2262,いつ退職するの？,sentence
2263,仰る,word
2264,あなたがおっしゃりたいことは、いったい何ですか。,sentence
2265,逸,kanji
2266,週,word
2267,10月の最初の週に、ボストンに行くよ。,sentence
2268,伺う,word
2269,「失礼ですが？」と伺ってみました。,sentence
2270,郭,kanji
2271,週刊,word
2272,遅れ,word
2273,あなたは遅れを取り戻すために、もっと一生懸命に働かなければならない。,sentence
2274,傷付ける,word
2275,「傷つけてごめんね」「謝らないで。トムは何もしてないよ」,sentence
2276,釈,kanji
2277,遊び,word
2278,この部屋の中でボール遊びをしてはいけません。,sentence
2279,アドバイス,word
2280,あなたのアドバイスがなかったら、私の試みは失敗していたでしょう。,sentence
2281,釣,kanji
2282,運転手,word
2283,あなたのその事故の説明は運転手の説明と一致している。,sentence
2284,合衆,sentence-component
2285,陪,kanji
2286,過,word
2287,過半数,word
2288,大統領は投票の過半数をもって選ばれる。,sentence
2289,物事,word
2290,あまり物事を深刻に考えないようにしなさい。,sentence
2291,陳,kanji
2292,適切,word
2293,「行った」というのが適切な言葉だ。,sentence
2294,馬鹿げる,word
2295,あいつの論文、ばかげてるよ。,sentence
2296,夌,kanji
2297,陵,kanji
2298,適用,word
2299,あなたはこの規制をすべての場合に適用するわけにはいかない。,sentence
2300,腐る,word
2301,あいつは腐るほどお金を持っているんだから。,sentence
2302,匋,kanji
2303,陶,kanji
2304,遺跡,word
2305,ここにいくつかの遺跡がありました。,sentence
2306,やら,word
2307,すみません、どうやら混乱させてしまったようですね。,sentence
2308,隆,kanji
2309,郊外,word
2310,お天気が良かったので、郊外を散歩した。,sentence
2311,救う,word
2312,お前ほんとに救いようのないバカだな。,sentence
2313,配分,word
2314,豊かさの配分は大問題だね。,sentence
2315,狂う,word
2316,あなたの時計、時間は狂いませんか。,sentence
2317,偉,kanji
2318,配慮,word
2319,彼女がまだ若いという点を配慮しなければいけない。,sentence
2320,振る舞い,word
2321,あなたは愚かな振る舞いをやめなければならない。,sentence
2322,旁,kanji
2323,傍,kanji
2324,里,word
2325,お里が知れる。,sentence
2326,頭痛,word
2327,あの学生たちのことを考えると本当に頭痛の種だ。,sentence
2328,重点,word
2329,彼の政策は国民の福祉に重点を置く。,sentence
2330,役立つ,word
2331,かつてはそれらが大変役立ったこともありました。,sentence
2332,重視,word
2333,あの国では個性が重視される。,sentence
2334,とれる,word-reading
2335,あなたなら、テストでもっといい成績がとれるわ。,sentence
2336,喚,kanji
2337,野,word
2338,ここに野の花がたくさんある。,sentence
2339,勇敢,word
2340,その兵士は勇敢に振る舞った。,sentence
2341,兪,kanji
2342,喩,kanji
2343,金属,word
2344,彼らは金属ではない。,sentence
2345,群集,word
2346,かつて一度もこんな大群衆を見たことがない。,sentence
2347,喪,kanji
2348,鉄,word
2349,それは鉄でできているんですか？,sentence
2350,返る,word
2351,今度日本に返って来られるのはずっと先のことでしょう。,sentence
2352,長女,word
2353,彼が一番愛しているのは彼女の長女です。,sentence
2354,『,sentence-component
2355,圏,kanji
2356,長年,word
2357,トムとは長年の友達だ。,sentence
2358,』,sentence-component
2359,「トムって知ってるでしょ?」「『知ってる』とは言えないな。」,sentence
2360,開会,word
2361,君に開会の挨拶をしてもらおうと当てにしています。,sentence
2362,治る,word
2363,あなたは風邪が治りましたか。,sentence
2364,陏,kanji
2365,堕,kanji
2366,闘争,word
2367,闘争は満足の行ったことに和解に終わった。,sentence
2368,堤,kanji
2369,限界,word
2370,あいつの失礼な態度にはもう限界だよ。,sentence
2371,繰,kanji
2372,繰る,word
2373,堪,kanji
2374,電子,word
2375,「トム、電子辞書貸してくれない？」「いいよ。はい」「ありがとう」,sentence
2376,遠慮,word
2377,あかちゃんがいるときはたばこを御遠慮下さい。,sentence
2378,屏,kanji
2379,塀,kanji
2380,面積,word
2381,この都市の面積はどれくらいか。,sentence
2382,巻く,word
2383,時計は以前は毎日巻かれたものだ。,sentence
2384,塁,kanji
2385,項,kanji
2386,項目,word
2387,この本は何の項目に入りますか。,sentence
2388,悪口,word
2389,いないところで人の悪口を絶対に言ってはいけない。,sentence
2390,荅,kanji
2391,塔,kanji
2392,順調,word
2393,ことは私たちが予想していたよりも順調に進んでいる。,sentence
2394,苛々,word
2395,あぁいらいらする・・・今やパソコンを使うたびに頭痛がするよ。,sentence
2396,豕,kanji
2397,豕(豖),kanji-variant
2398,冢,kanji
2399,塚,kanji
2400,顧,kanji
2401,顧客,word
2402,その弁護士には金持ちの顧客が多い。,sentence
2403,越す,word
2404,あなたにお越し頂いて楽しかったです。,sentence
2405,風景,word
2406,この地方は美しい風景で知られている。,sentence
2407,噛,kanji
2408,日本の農村風景は大きく変わったといわれています。,sentence
2409,噛む,word
2410,「僕の歯はとっても弱くってりんごはかめません」と男の子は言いました。,sentence
2411,胥,kanji
2412,婿,kanji
2413,食料,word
2414,あれだけの食料があれば、彼らは１週間持つだろう。,sentence
2415,新車,word
2416,あなたが新車を運転しているのを見た。,sentence
2417,媒,kanji
2418,骨,word
2419,かなり骨を折ってその問題を解いた。,sentence
2420,媛,kanji
2421,高さ,word
2422,スピーチ,word
2423,「スピーチ良かったよ」「ほんと？ ありがとう！」,sentence
2424,高級,word
2425,トムとメアリーは高級レストランに行ったんだよ。,sentence
2426,地面,word
2427,あなたは地面が動くのを感じましたか。,sentence
2428,廊,kanji
2429,麻薬,word
2430,ここに麻薬はないよ。,sentence
2431,否,word
2432,「お父さんは忙しいですか？」「いや、忙しくないだろう。」,sentence
2433,いいえ,word
2434,私は教授です、いやもっと正確に言えば、助教授です。,sentence
2435,循,kanji
2436,「あなたは先週テレビを見ましたか」「いいえ」,sentence
2437,段,word
2438,東京では、段ボールが家という人もいる。,sentence
2439,一段,word
2440,前よりまた一段ときれいになったね。,sentence
2441,割,word
2442,あなたは年の割に若く見える。,sentence
2443,一種,word
2444,この花はバラの一種です。,sentence
2445,咲く,word
2446,「花が咲いているか」と聞いた。,sentence
2447,惰,kanji
2448,上下,word
2449,彼は人の話を聞いているとき頭を上下に動かす癖がある。,sentence
2450,不平,word
2451,あなたはいつも夫の不平ばかり言っている。,sentence
2452,愉,kanji
2453,下旬,word
2454,ベル,word
2455,あっ、ベルが鳴っている。,sentence
2456,慌,kanji
2457,不十分,word
2458,その道路の幅は安全運転に不十分だ。,sentence
2459,霊,kanji
2460,幽霊,word
2461,あなたは幽霊がいると信じますか。,sentence
2462,扉,kanji
2463,不安定,word
2464,この歯が不安定です。,sentence
2465,スーツケース,word
2466,あなたのスーツケース、運んであげますよ。,sentence
2467,掌,kanji
2468,不当,word
2469,そんな不当な提案は、拒否すべきだったのに。,sentence
2470,ダンス,word
2471,あなたのダンスの相手はだれですか。,sentence
2472,揚,kanji
2473,不法,word
2474,天才,word
2475,あなたが天才でないからといって、がっかりする必要はありません。,sentence
2476,握,kanji
2477,世帯,word
2478,兄さん,word
2479,「僕はすでにこの人生に疲れている」と、兄さんが言いました。あの日、私は兄さんが何を言っているか分かりませんでした、それから、午後、彼は死にました。,sentence
2480,揺,kanji
2481,両者,word
2482,もちろん、両者はある点では似ている。,sentence
2483,横断,word
2484,この夏は、自転車でヨーロッパ横断旅行をしよう。,sentence
2485,搭,kanji
2486,中旬,word
2487,彼は５月中旬に日本に戻れるでしょう。,sentence
2488,金曜,word
2489,この部屋が、我々が先週の金曜に会議を開いた部屋だ。,sentence
2490,金曜日,word
2491,あなたは金曜日に何をするつもりですか。,sentence
2492,斑,kanji
2493,被告は金曜日に法廷に現れる予定です。,sentence
2494,中継,word
2495,そのコンサートは生中継された。,sentence
2496,北海道,word
2497,あなたは北海道に行ったことがありますか。,sentence
2498,昍,kanji
2499,工場は北海道へ移転した。,sentence
2500,晶,kanji
2501,主人,word
2502,あそこに立っている人が店の主人です。,sentence
2503,田中,sentence-component
2504,あなたはどのくらい田中さんと会っているの。,sentence
2505,暁,kanji
2506,主任,word
2507,彼女は主任に自分の考えを述べた。,sentence
2508,チャンス,word
2509,あなたはこのチャンスを利用すべきだ。,sentence
2510,主役,word
2511,棚,kanji
2512,棚,word
2513,おもちゃを箱に戻して棚に上げなさい。,sentence
2514,棋,kanji
2515,階,word
2516,あなたが２階へ来るとき私の本を持ってきてください。,sentence
2517,二階,word
2518,私は店舗の二階に住んでいる。,sentence
2519,もん,word
2520,あんな本みたらフツーの女は引くもんな！,sentence
2521,互いに,word
2522,従兄弟,word
2523,あの２人の少年はいとこ同士です。,sentence
2524,棟,kanji
2525,人工,word
2526,この庭の美しさは自然より人工のおかげだ。,sentence
2527,クリーム,word
2528,コーヒーにクリームはいかがですか。,sentence
2529,棺,kanji
2530,人形,word
2531,あなたは本当に日本人形を私に送ってくれるのですか。,sentence
2532,召し上がる,word
2533,「もっと召し上がりますか」「いいえ、じゅうぶんいただきました」,sentence
2534,椎,kanji
2535,人種,word
2536,あなたの人種、年齢、宗教は問いません。,sentence
2537,当て嵌まる,word
2538,あなたの言ったことはこの場合当てはまらない。,sentence
2539,欺,kanji
2540,この規定が当てはまらない場合もある。,sentence
2541,今週,word
2542,ひどい風邪を引いてしまって、私は今週勉強できない。,sentence
2543,告げる,word
2544,あなたはほんとうに彼があなたに真実を告げると思っていたのですか。,sentence
2545,款,kanji
2546,仏教,word
2547,仏教の原理に従って行動するのは難しいですか。,sentence
2548,責める,word
2549,あなたが約束を破っても私は責められない。,sentence
2550,殖,kanji
2551,付属,word
2552,この大学には付属病院があります。,sentence
2553,かなう,word-reading
2554,あなたの夢がかなった。,sentence
2555,渦,kanji
2556,代金,word
2557,あなたはどうやってこのコンピューターの代金を払ったのですか。,sentence
2558,見なす,word
2559,それは時間の問題とみなされている。,sentence
2560,湧,kanji
2561,仮,word
2562,もし仮に地震が来たとしたら私たちの町はどうなるのだろうか。,sentence
2563,仮に,word
2564,磨,kanji
2565,磨く,word
2566,おまえは床をみがきさえすればよい。,sentence
2567,仲介,word
2568,初め,word
2569,「トムとはまだ続いてるの？」「いや、先月初めに別れた」,sentence
2570,湿,kanji
2571,任務,word
2572,この任務はすべての任務に優先する。,sentence
2573,ぜ,word
2574,あいつは、なかなかいい奴だぜ！,sentence
2575,滋,kanji
2576,休み,word
2577,「台風近づいてるみたいだね」「ね。明日学校休みになったら嫌だなあ」,sentence
2578,吠,kanji
2579,吠える,word
2580,あなたの犬はいつも私に向かってほえつく。,sentence
2581,煮,kanji
2582,休日,word
2583,あなたは休日をどこで過ごしましたか。,sentence
2584,け,word
2585,「明日って何か宿題あったっけ？」「ごめん分かんない。他の人に聞いて」,sentence
2586,猶,kanji
2587,会計,word
2588,会計の窓口はどこですか。,sentence
2589,隠れる,word
2590,あの写真はどこに隠れているだろう。,sentence
2591,琴,kanji
2592,体力,word
2593,もっと食べないと体力が付きませんよ。,sentence
2594,たてる,word-reading
2595,あなたのお役にたてればとてもうれしいです。,sentence
2596,冝,kanji
2597,畳,kanji
2598,体重,word
2599,いくらたくさん食べても、彼女は体重が増えない。,sentence
2600,ジョージ,sentence-component
2601,「ジョージ？」主婦は言った。「ジョージって・・・。誰？」,sentence
2602,疋(⺪),kanji-variant
2603,疎,kanji
2604,何とか,word
2605,フットボール,word
2606,その法律によってしばらくフットボールはできませんでした。,sentence
2607,痘,kanji
2608,例外,word
2609,この規則には例外は認められない。,sentence
2610,閉まる,word
2611,2時半に閉まる。,sentence
